"Delta.M1","Delta.Inter","Delta.COV","Usa_Vel","Primavera_flag","Delta.prima","Sazo.Cycle","Delta.sazo","Delay","Error"
0.98,1,1,TRUE,"Sem",0.95,"Sem",0.9,11,0.191933364509135
0.98,1,1,TRUE,"Sem",0.95,"Sem",0.91,11,0.191933364509135
0.98,1,1,TRUE,"Sem",0.95,"Sem",0.92,11,0.191933364509135
0.98,1,1,TRUE,"Sem",0.95,"Sem",0.93,11,0.191933364509135
0.98,1,1,TRUE,"Sem",0.95,"Sem",0.94,11,0.191933364509135
0.98,1,1,TRUE,"Sem",0.95,"Sem",0.95,11,0.191933364509135
0.98,1,1,TRUE,"Sem",0.95,"Sem",0.96,11,0.191933364509135
0.98,1,1,TRUE,"Sem",0.95,"Sem",0.97,11,0.191933364509135
0.98,1,1,TRUE,"Sem",0.95,"Sem",0.98,11,0.191933364509135
0.98,1,1,TRUE,"Sem",0.95,"Sem",0.99,11,0.191933364509135
0.98,1,1,TRUE,"Sem",0.95,"Sem",1,11,0.191933364509135
0.94,1,1,TRUE,"Sem",0.95,"Anual",0.97,12,0.19196933672388
0.94,1,1,TRUE,"Sem",0.95,"Anual",0.97,5,0.192002435666704
0.94,1,1,TRUE,"Sem",0.95,"Anual",0.96,4,0.192020081721317
0.96,1,1,TRUE,"Sem",0.95,"Anual",0.94,11,0.192026764644492
0.84,1,1,FALSE,"Sem",0.95,"Anual",1,4,0.192034650289168
0.96,1,1,TRUE,"Sem",0.95,"Anual",0.97,2,0.192042473223073
0.96,1,1,TRUE,"Sem",0.95,"Anual",0.96,6,0.192068375162601
0.9,1,1,TRUE,"Sem",0.95,"Anual",0.99,1,0.192098741861874
0.8,1,1,FALSE,"Sem",0.95,"Anual",1,1,0.192150209289682
0.82,1,1,FALSE,"Sem",0.95,"Anual",0.99,4,0.192162713352672
0.94,1,1,TRUE,"Sem",0.95,"Anual",0.95,11,0.192227041225098
0.9,1,1,TRUE,"Sem",0.95,"Anual",0.99,11,0.192236679890816
0.92,1,1,TRUE,"Sem",0.95,"Anual",0.98,1,0.192288641950852
0.96,1,1,TRUE,"Sem",0.95,"Anual",0.96,3,0.192294676441239
0.9,1,1,TRUE,"Sem",0.95,"Anual",0.99,5,0.192305902923297
0.98,1,1,TRUE,"Sem",0.95,"Anual",0.97,4,0.192323310363908
0.8,1,1,FALSE,"Sem",0.95,"Anual",1,0,0.192385149182272
0.94,1,1,TRUE,"Sem",0.95,"Sem",0.9,4,0.19239329439741
0.94,1,1,TRUE,"Sem",0.95,"Sem",0.91,4,0.19239329439741
0.94,1,1,TRUE,"Sem",0.95,"Sem",0.92,4,0.19239329439741
0.94,1,1,TRUE,"Sem",0.95,"Sem",0.93,4,0.19239329439741
0.94,1,1,TRUE,"Sem",0.95,"Sem",0.94,4,0.19239329439741
0.94,1,1,TRUE,"Sem",0.95,"Sem",0.95,4,0.19239329439741
0.94,1,1,TRUE,"Sem",0.95,"Sem",0.96,4,0.19239329439741
0.94,1,1,TRUE,"Sem",0.95,"Sem",0.97,4,0.19239329439741
0.94,1,1,TRUE,"Sem",0.95,"Sem",0.98,4,0.19239329439741
0.94,1,1,TRUE,"Sem",0.95,"Sem",0.99,4,0.19239329439741
0.94,1,1,TRUE,"Sem",0.95,"Sem",1,4,0.19239329439741
0.92,1,1,TRUE,"Sem",0.95,"Anual",0.98,2,0.192425905132666
0.98,1,1,TRUE,"Sem",0.95,"Anual",0.97,0,0.192492314201178
0.88,1,1,TRUE,"Sem",0.95,"Anual",1,4,0.192501871503285
0.94,1,1,TRUE,"Sem",0.95,"Anual",0.97,1,0.192505979413887
0.8,1,1,FALSE,"Sem",0.95,"Anual",1,3,0.192531417970068
0.98,1,1,TRUE,"Sem",0.95,"Anual",0.98,2,0.192569188596382
0.9,1,1,TRUE,"Sem",0.95,"Anual",0.99,6,0.192597500224458
0.96,1,1,TRUE,"Sem",0.95,"Anual",0.96,10,0.192641650713747
0.98,1,1,TRUE,"Sem",0.95,"Anual",0.97,8,0.192641929129346
0.92,1,1,TRUE,"Sem",0.95,"Anual",0.98,12,0.19268178090123
0.92,1,1,TRUE,"Sem",0.95,"Anual",0.99,10,0.192681905094444
0.96,1,1,TRUE,"Sem",0.95,"Anual",0.97,9,0.192693183566316
0.98,1,1,TRUE,"Sem",0.95,"Anual",0.94,11,0.192703025925992
0.96,1,1,TRUE,"Sem",0.95,"Anual",0.96,7,0.192718238794704
0.9,1,1,TRUE,"Sem",0.95,"Anual",0.99,0,0.192740273721236
0.8,1,1,FALSE,"Sem",0.95,"Anual",0.98,4,0.192745505192184
0.92,1,1,TRUE,"Sem",0.95,"Anual",0.99,8,0.192757628777542
0.96,1,1,TRUE,"Sem",0.95,"Anual",0.96,5,0.192762562195113
0.9,1,1,TRUE,"Sem",0.95,"Anual",0.99,2,0.192763518366038
0.98,1,1,TRUE,"Sem",0.95,"Anual",0.97,7,0.192775826104476
0.82,1,1,FALSE,"Sem",0.95,"Anual",1,1,0.192788030905527
0.98,1,1,TRUE,"Sem",0.95,"Anual",0.97,3,0.192801334084947
0.8,1,1,FALSE,"Sem",0.95,"Anual",0.99,0,0.192825043244719
0.9,1,1,TRUE,"Sem",0.95,"Anual",0.97,4,0.19282915826747
0.96,1,1,TRUE,"Sem",0.95,"Anual",0.96,0,0.192833666698
0.96,1,1,TRUE,"Sem",0.95,"Anual",0.96,1,0.192877670849202
0.94,1,1,TRUE,"Sem",0.95,"Anual",0.97,7,0.192888183840541
0.9,1,1,TRUE,"Sem",0.95,"Anual",0.98,3,0.192896859251066
0.94,1,1,TRUE,"Sem",0.95,"Sem",0.9,1,0.192900416232246
0.94,1,1,TRUE,"Sem",0.95,"Sem",0.91,1,0.192900416232246
0.94,1,1,TRUE,"Sem",0.95,"Sem",0.92,1,0.192900416232246
0.94,1,1,TRUE,"Sem",0.95,"Sem",0.93,1,0.192900416232246
0.94,1,1,TRUE,"Sem",0.95,"Sem",0.94,1,0.192900416232246
0.94,1,1,TRUE,"Sem",0.95,"Sem",0.95,1,0.192900416232246
0.94,1,1,TRUE,"Sem",0.95,"Sem",0.96,1,0.192900416232246
0.94,1,1,TRUE,"Sem",0.95,"Sem",0.97,1,0.192900416232246
0.94,1,1,TRUE,"Sem",0.95,"Sem",0.98,1,0.192900416232246
0.94,1,1,TRUE,"Sem",0.95,"Sem",0.99,1,0.192900416232246
0.94,1,1,TRUE,"Sem",0.95,"Sem",1,1,0.192900416232246
0.98,1,1,TRUE,"Sem",0.95,"Anual",0.97,1,0.192910438958581
0.92,1,1,TRUE,"Sem",0.95,"Anual",0.97,3,0.192917966091209
0.82,1,1,FALSE,"Sem",0.95,"Anual",1,3,0.192926541970481
0.84,1,1,FALSE,"Sem",0.95,"Anual",0.99,4,0.192944726768544
0.8,1,1,FALSE,"Sem",0.95,"Anual",0.99,1,0.192951545704577
0.9,1,1,TRUE,"Sem",0.95,"Anual",0.98,11,0.192982406225692
0.98,1,1,TRUE,"Sem",0.95,"Anual",0.96,10,0.192993153387003
0.92,1,1,TRUE,"Sem",0.95,"Anual",0.98,0,0.193012289615516
0.96,1,1,TRUE,"Sem",0.95,"Anual",0.95,12,0.193069577022076
0.94,1,1,TRUE,"Sem",0.95,"Anual",0.97,0,0.193097087409358
0.96,1,1,TRUE,"Sem",0.95,"Anual",0.93,11,0.193122728871482
0.98,1,1,TRUE,"Sem",0.95,"Anual",0.97,6,0.193122810978346
0.88,1,1,TRUE,"Sem",0.95,"Anual",0.99,4,0.193126664202121
0.98,1,1,TRUE,"Sem",0.95,"Anual",0.97,9,0.193154664906195
0.8,1,1,FALSE,"Sem",0.95,"Anual",0.99,3,0.19315597238597
0.94,1,1,TRUE,"Sem",0.95,"Anual",0.97,2,0.193170129112794
0.94,1,1,TRUE,"Sem",0.95,"Anual",0.96,3,0.193182561582436
0.92,1,1,TRUE,"Sem",0.95,"Anual",1,9,0.193214709512192
0.82,1,1,FALSE,"Sem",0.95,"Anual",0.98,4,0.193216265677448
0.82,1,1,FALSE,"Sem",0.95,"Anual",1,0,0.193238927542254
0.94,1,1,TRUE,"Sem",0.95,"Sem",0.9,2,0.193260923015901
0.94,1,1,TRUE,"Sem",0.95,"Sem",0.91,2,0.193260923015901
0.94,1,1,TRUE,"Sem",0.95,"Sem",0.92,2,0.193260923015901
0.94,1,1,TRUE,"Sem",0.95,"Sem",0.93,2,0.193260923015901
0.94,1,1,TRUE,"Sem",0.95,"Sem",0.94,2,0.193260923015901
0.94,1,1,TRUE,"Sem",0.95,"Sem",0.95,2,0.193260923015901
0.94,1,1,TRUE,"Sem",0.95,"Sem",0.96,2,0.193260923015901
0.94,1,1,TRUE,"Sem",0.95,"Sem",0.97,2,0.193260923015901
0.94,1,1,TRUE,"Sem",0.95,"Sem",0.98,2,0.193260923015901
0.94,1,1,TRUE,"Sem",0.95,"Sem",0.99,2,0.193260923015901
0.94,1,1,TRUE,"Sem",0.95,"Sem",1,2,0.193260923015901
0.96,1,1,TRUE,"Sem",0.95,"Anual",0.96,8,0.193283350619176
0.92,1,1,TRUE,"Sem",0.95,"Anual",0.98,7,0.193290808080496
0.92,1,1,TRUE,"Sem",0.95,"Anual",0.96,11,0.1933232794506
0.98,1,1,TRUE,"Sem",0.95,"Anual",0.97,5,0.193340828958876
0.92,1,1,TRUE,"Sem",0.95,"Anual",0.97,6,0.193374608609327
0.94,1,1,TRUE,"Sem",0.95,"Anual",0.96,12,0.193417894568277
0.8,1,1,FALSE,"Sem",0.95,"Anual",1,2,0.193428723516163
0.94,1,1,TRUE,"Sem",0.95,"Anual",0.96,6,0.193479209073093
0.94,1,1,TRUE,"Sem",0.95,"Sem",0.9,3,0.193496737962986
0.94,1,1,TRUE,"Sem",0.95,"Sem",0.91,3,0.193496737962986
0.94,1,1,TRUE,"Sem",0.95,"Sem",0.92,3,0.193496737962986
0.94,1,1,TRUE,"Sem",0.95,"Sem",0.93,3,0.193496737962986
0.94,1,1,TRUE,"Sem",0.95,"Sem",0.94,3,0.193496737962986
0.94,1,1,TRUE,"Sem",0.95,"Sem",0.95,3,0.193496737962986
0.94,1,1,TRUE,"Sem",0.95,"Sem",0.96,3,0.193496737962986
0.94,1,1,TRUE,"Sem",0.95,"Sem",0.97,3,0.193496737962986
0.94,1,1,TRUE,"Sem",0.95,"Sem",0.98,3,0.193496737962986
0.94,1,1,TRUE,"Sem",0.95,"Sem",0.99,3,0.193496737962986
0.94,1,1,TRUE,"Sem",0.95,"Sem",1,3,0.193496737962986
0.92,1,1,TRUE,"Sem",0.95,"Anual",0.97,5,0.193497307042563
0.86,1,1,FALSE,"Sem",0.95,"Anual",1,4,0.19350747989281
0.94,1,1,TRUE,"Sem",0.95,"Anual",0.97,10,0.193579739617323
0.9,1,1,TRUE,"Sem",0.95,"Anual",1,12,0.193582502654879
0.9,1,1,TRUE,"Sem",0.95,"Anual",0.98,6,0.193588842936239
0.82,1,1,FALSE,"Sem",0.95,"Anual",0.99,1,0.193605151024771
0.92,1,1,TRUE,"Sem",0.95,"Anual",0.96,4,0.193609010752474
0.9,1,1,TRUE,"Sem",0.95,"Anual",0.98,5,0.193631029554215
0.94,1,1,TRUE,"Sem",0.95,"Anual",0.94,11,0.193632138370595
0.84,1,1,FALSE,"Sem",0.95,"Anual",1,1,0.193632765750607
0.9,1,1,TRUE,"Sem",0.95,"Anual",1,7,0.193645415977734
0.84,1,1,FALSE,"Sem",0.95,"Anual",1,3,0.19364836779253
0.82,1,1,FALSE,"Sem",0.95,"Anual",0.99,3,0.193661726806658
0.98,1,1,TRUE,"Sem",0.95,"Anual",0.95,12,0.193706042454976
0.96,1,1,TRUE,"Sem",0.95,"Anual",0.95,4,0.193728140716971
0.94,1,1,TRUE,"Sem",0.95,"Anual",0.96,5,0.193729960739377
0.94,1,1,TRUE,"Sem",0.95,"Anual",0.95,4,0.1937431029453
0.94,1,1,TRUE,"Sem",0.95,"Anual",0.98,9,0.193770601555848
0.9,1,1,TRUE,"Sem",0.95,"Anual",0.98,1,0.193775448427692
0.8,1,1,FALSE,"Sem",0.95,"Anual",0.98,0,0.193776729543488
0.98,1,1,TRUE,"Sem",0.95,"Anual",0.96,0,0.193786627690371
0.94,1,1,TRUE,"Sem",0.95,"Anual",0.97,8,0.193787639153224
0.96,1,1,TRUE,"Sem",0.95,"Anual",0.92,11,0.193789837158386
0.82,1,1,FALSE,"Sem",0.95,"Anual",0.99,0,0.19379397721904
0.8,1,1,FALSE,"Sem",0.95,"Anual",0.98,1,0.193892283790841
0.9,1,1,TRUE,"Sem",0.95,"Anual",0.97,11,0.193896450093732
0.94,1,1,TRUE,"Sem",0.95,"Sem",0.9,12,0.193924556624957
0.94,1,1,TRUE,"Sem",0.95,"Sem",0.91,12,0.193924556624957
0.94,1,1,TRUE,"Sem",0.95,"Sem",0.92,12,0.193924556624957
0.94,1,1,TRUE,"Sem",0.95,"Sem",0.93,12,0.193924556624957
0.94,1,1,TRUE,"Sem",0.95,"Sem",0.94,12,0.193924556624957
0.94,1,1,TRUE,"Sem",0.95,"Sem",0.95,12,0.193924556624957
0.94,1,1,TRUE,"Sem",0.95,"Sem",0.96,12,0.193924556624957
0.94,1,1,TRUE,"Sem",0.95,"Sem",0.97,12,0.193924556624957
0.94,1,1,TRUE,"Sem",0.95,"Sem",0.98,12,0.193924556624957
0.94,1,1,TRUE,"Sem",0.95,"Sem",0.99,12,0.193924556624957
0.94,1,1,TRUE,"Sem",0.95,"Sem",1,12,0.193924556624957
0.82,1,1,FALSE,"Sem",0.95,"Anual",1,2,0.193932688855249
0.8,1,1,FALSE,"Sem",0.95,"Anual",1,5,0.193945098828065
0.88,1,1,TRUE,"Sem",0.95,"Anual",1,3,0.19395792148598
0.98,1,1,TRUE,"Sem",0.95,"Anual",0.93,11,0.193982337896277
0.96,1,1,TRUE,"Sem",0.95,"Anual",0.95,6,0.1939826373117
0.88,1,1,TRUE,"Sem",0.95,"Anual",1,1,0.194095063056516
0.8,1,1,FALSE,"Sem",0.95,"Anual",0.99,2,0.194098911690497
0.9,1,1,TRUE,"Sem",0.95,"Anual",0.98,0,0.194123084805166
0.8,1,1,FALSE,"Sem",0.95,"Anual",0.98,3,0.194143088013726
0.94,1,1,TRUE,"Sem",0.95,"Anual",0.96,1,0.194147994358134
0.94,1,1,TRUE,"Sem",0.95,"Sem",0.9,0,0.194151871783212
0.94,1,1,TRUE,"Sem",0.95,"Sem",0.91,0,0.194151871783212
0.94,1,1,TRUE,"Sem",0.95,"Sem",0.92,0,0.194151871783212
0.94,1,1,TRUE,"Sem",0.95,"Sem",0.93,0,0.194151871783212
0.94,1,1,TRUE,"Sem",0.95,"Sem",0.94,0,0.194151871783212
0.94,1,1,TRUE,"Sem",0.95,"Sem",0.95,0,0.194151871783212
0.94,1,1,TRUE,"Sem",0.95,"Sem",0.96,0,0.194151871783212
0.94,1,1,TRUE,"Sem",0.95,"Sem",0.97,0,0.194151871783212
0.94,1,1,TRUE,"Sem",0.95,"Sem",0.98,0,0.194151871783212
0.94,1,1,TRUE,"Sem",0.95,"Sem",0.99,0,0.194151871783212
0.94,1,1,TRUE,"Sem",0.95,"Sem",1,0,0.194151871783212
0.92,1,1,TRUE,"Sem",0.95,"Anual",0.97,12,0.194187453355806
0.88,1,1,TRUE,"Sem",0.95,"Anual",0.98,4,0.194196032611539
0.8,1,1,FALSE,"Sem",0.95,"Anual",1,6,0.194199080203924
0.98,1,1,TRUE,"Sem",0.95,"Sem",0.9,9,0.194220715765563
0.98,1,1,TRUE,"Sem",0.95,"Sem",0.91,9,0.194220715765563
0.98,1,1,TRUE,"Sem",0.95,"Sem",0.92,9,0.194220715765563
0.98,1,1,TRUE,"Sem",0.95,"Sem",0.93,9,0.194220715765563
0.98,1,1,TRUE,"Sem",0.95,"Sem",0.94,9,0.194220715765563
0.98,1,1,TRUE,"Sem",0.95,"Sem",0.95,9,0.194220715765563
0.98,1,1,TRUE,"Sem",0.95,"Sem",0.96,9,0.194220715765563
0.98,1,1,TRUE,"Sem",0.95,"Sem",0.97,9,0.194220715765563
0.98,1,1,TRUE,"Sem",0.95,"Sem",0.98,9,0.194220715765563
0.98,1,1,TRUE,"Sem",0.95,"Sem",0.99,9,0.194220715765563
0.98,1,1,TRUE,"Sem",0.95,"Sem",1,9,0.194220715765563
0.92,1,1,TRUE,"Sem",0.95,"Anual",0.98,10,0.194222718761775
0.8,1,1,FALSE,"Sem",0.95,"Anual",0.97,4,0.194223629199154
0.92,1,1,TRUE,"Sem",0.95,"Anual",0.97,1,0.194237401687526
0.9,1,1,TRUE,"Sem",0.95,"Anual",0.98,2,0.194249171275068
0.84,1,1,FALSE,"Sem",0.95,"Anual",0.98,4,0.194252615431918
0.96,1,1,TRUE,"Sem",0.95,"Anual",0.96,2,0.194280879988752
0.98,1,1,TRUE,"Sem",0.95,"Sem",0.9,10,0.194282022943929
0.98,1,1,TRUE,"Sem",0.95,"Sem",0.91,10,0.194282022943929
0.98,1,1,TRUE,"Sem",0.95,"Sem",0.92,10,0.194282022943929
0.98,1,1,TRUE,"Sem",0.95,"Sem",0.93,10,0.194282022943929
0.98,1,1,TRUE,"Sem",0.95,"Sem",0.94,10,0.194282022943929
0.98,1,1,TRUE,"Sem",0.95,"Sem",0.95,10,0.194282022943929
0.98,1,1,TRUE,"Sem",0.95,"Sem",0.96,10,0.194282022943929
0.98,1,1,TRUE,"Sem",0.95,"Sem",0.97,10,0.194282022943929
0.98,1,1,TRUE,"Sem",0.95,"Sem",0.98,10,0.194282022943929
0.98,1,1,TRUE,"Sem",0.95,"Sem",0.99,10,0.194282022943929
0.98,1,1,TRUE,"Sem",0.95,"Sem",1,10,0.194282022943929
0.96,1,1,TRUE,"Sem",0.95,"Anual",0.95,10,0.194305719631955
0.96,1,1,TRUE,"Sem",0.95,"Anual",0.95,0,0.194322869715777
0.9,1,1,TRUE,"Sem",0.95,"Anual",0.99,12,0.19434438767032
0.96,1,1,TRUE,"Sem",0.95,"Anual",0.91,11,0.194353954374765
0.98,1,1,TRUE,"Sem",0.95,"Anual",0.97,2,0.19436461372315
0.8,1,1,FALSE,"Sem",0.95,"Anual",0.99,5,0.19437534030036
0.94,1,1,TRUE,"Sem",0.95,"Sem",0.9,5,0.194380060166806
0.94,1,1,TRUE,"Sem",0.95,"Sem",0.91,5,0.194380060166806
0.94,1,1,TRUE,"Sem",0.95,"Sem",0.92,5,0.194380060166806
0.94,1,1,TRUE,"Sem",0.95,"Sem",0.93,5,0.194380060166806
0.94,1,1,TRUE,"Sem",0.95,"Sem",0.94,5,0.194380060166806
0.94,1,1,TRUE,"Sem",0.95,"Sem",0.95,5,0.194380060166806
0.94,1,1,TRUE,"Sem",0.95,"Sem",0.96,5,0.194380060166806
0.94,1,1,TRUE,"Sem",0.95,"Sem",0.97,5,0.194380060166806
0.94,1,1,TRUE,"Sem",0.95,"Sem",0.98,5,0.194380060166806
0.94,1,1,TRUE,"Sem",0.95,"Sem",0.99,5,0.194380060166806
0.94,1,1,TRUE,"Sem",0.95,"Sem",1,5,0.194380060166806
0.82,1,1,FALSE,"Sem",0.95,"Anual",1,5,0.194400150433467
0.84,1,1,FALSE,"Sem",0.95,"Anual",1,0,0.194402031615215
0.98,1,1,TRUE,"Sem",0.95,"Anual",0.96,4,0.194403640350865
0.98,1,1,TRUE,"Sem",0.95,"Sem",0.9,12,0.194407821022775
0.98,1,1,TRUE,"Sem",0.95,"Sem",0.91,12,0.194407821022775
0.98,1,1,TRUE,"Sem",0.95,"Sem",0.92,12,0.194407821022775
0.98,1,1,TRUE,"Sem",0.95,"Sem",0.93,12,0.194407821022775
0.98,1,1,TRUE,"Sem",0.95,"Sem",0.94,12,0.194407821022775
0.98,1,1,TRUE,"Sem",0.95,"Sem",0.95,12,0.194407821022775
0.98,1,1,TRUE,"Sem",0.95,"Sem",0.96,12,0.194407821022775
0.98,1,1,TRUE,"Sem",0.95,"Sem",0.97,12,0.194407821022775
0.98,1,1,TRUE,"Sem",0.95,"Sem",0.98,12,0.194407821022775
0.98,1,1,TRUE,"Sem",0.95,"Sem",0.99,12,0.194407821022775
0.98,1,1,TRUE,"Sem",0.95,"Sem",1,12,0.194407821022775
0.92,1,1,TRUE,"Sem",0.95,"Anual",0.98,8,0.19442051014679
0.92,1,1,TRUE,"Sem",0.95,"Anual",0.97,2,0.194449584405629
0.8,1,1,FALSE,"Sem",0.95,"Anual",0.99,6,0.194472253360812
0.9,1,1,TRUE,"Sem",0.95,"Anual",0.96,4,0.194477528323627
0.84,1,1,FALSE,"Sem",0.95,"Anual",0.99,3,0.194490715507518
0.94,1,1,TRUE,"Sem",0.95,"Sem",0.9,7,0.194491044855512
0.94,1,1,TRUE,"Sem",0.95,"Sem",0.91,7,0.194491044855512
0.94,1,1,TRUE,"Sem",0.95,"Sem",0.92,7,0.194491044855512
0.94,1,1,TRUE,"Sem",0.95,"Sem",0.93,7,0.194491044855512
0.94,1,1,TRUE,"Sem",0.95,"Sem",0.94,7,0.194491044855512
0.94,1,1,TRUE,"Sem",0.95,"Sem",0.95,7,0.194491044855512
0.94,1,1,TRUE,"Sem",0.95,"Sem",0.96,7,0.194491044855512
0.94,1,1,TRUE,"Sem",0.95,"Sem",0.97,7,0.194491044855512
0.94,1,1,TRUE,"Sem",0.95,"Sem",0.98,7,0.194491044855512
0.94,1,1,TRUE,"Sem",0.95,"Sem",0.99,7,0.194491044855512
0.94,1,1,TRUE,"Sem",0.95,"Sem",1,7,0.194491044855512
0.86,1,1,FALSE,"Sem",0.95,"Anual",0.99,4,0.19450973846432
0.98,1,1,TRUE,"Sem",0.95,"Anual",0.96,1,0.194526785035931
0.96,1,1,TRUE,"Sem",0.95,"Anual",0.94,12,0.194549956664217
0.94,1,1,TRUE,"Sem",0.95,"Anual",0.96,0,0.19455150831974
0.9,1,1,TRUE,"Sem",0.95,"Anual",0.99,7,0.194558508495833
0.88,1,1,TRUE,"Sem",0.95,"Anual",0.99,3,0.194565921298437
0.94,1,1,TRUE,"Sem",0.95,"Anual",0.96,7,0.194570061935539
0.96,1,1,TRUE,"Sem",0.95,"Anual",0.95,3,0.194570396774662
0.92,1,1,TRUE,"Sem",0.95,"Anual",0.95,11,0.194586364027986
0.82,1,1,FALSE,"Sem",0.95,"Anual",0.97,4,0.194593915568685
0.98,1,1,TRUE,"Sem",0.95,"Sem",0.9,8,0.194600147275617
0.98,1,1,TRUE,"Sem",0.95,"Sem",0.91,8,0.194600147275617
0.98,1,1,TRUE,"Sem",0.95,"Sem",0.92,8,0.194600147275617
0.98,1,1,TRUE,"Sem",0.95,"Sem",0.93,8,0.194600147275617
0.98,1,1,TRUE,"Sem",0.95,"Sem",0.94,8,0.194600147275617
0.98,1,1,TRUE,"Sem",0.95,"Sem",0.95,8,0.194600147275617
0.98,1,1,TRUE,"Sem",0.95,"Sem",0.96,8,0.194600147275617
0.98,1,1,TRUE,"Sem",0.95,"Sem",0.97,8,0.194600147275617
0.98,1,1,TRUE,"Sem",0.95,"Sem",0.98,8,0.194600147275617
0.98,1,1,TRUE,"Sem",0.95,"Sem",0.99,8,0.194600147275617
0.98,1,1,TRUE,"Sem",0.95,"Sem",1,8,0.194600147275617
0.84,1,1,FALSE,"Sem",0.95,"Anual",0.99,1,0.194616746154833
0.94,1,1,TRUE,"Sem",0.95,"Sem",0.9,8,0.194621378764782
0.94,1,1,TRUE,"Sem",0.95,"Sem",0.91,8,0.194621378764782
0.94,1,1,TRUE,"Sem",0.95,"Sem",0.92,8,0.194621378764782
0.94,1,1,TRUE,"Sem",0.95,"Sem",0.93,8,0.194621378764782
0.94,1,1,TRUE,"Sem",0.95,"Sem",0.94,8,0.194621378764782
0.94,1,1,TRUE,"Sem",0.95,"Sem",0.95,8,0.194621378764782
0.94,1,1,TRUE,"Sem",0.95,"Sem",0.96,8,0.194621378764782
0.94,1,1,TRUE,"Sem",0.95,"Sem",0.97,8,0.194621378764782
0.94,1,1,TRUE,"Sem",0.95,"Sem",0.98,8,0.194621378764782
0.94,1,1,TRUE,"Sem",0.95,"Sem",0.99,8,0.194621378764782
0.94,1,1,TRUE,"Sem",0.95,"Sem",1,8,0.194621378764782
0.94,1,1,TRUE,"Sem",0.95,"Anual",0.95,12,0.194646604351567
0.96,1,1,TRUE,"Sem",0.95,"Anual",0.95,7,0.194654706545042
0.88,1,1,TRUE,"Sem",0.95,"Anual",1,0,0.194684830663695
0.98,1,1,TRUE,"Sem",0.95,"Anual",0.96,8,0.194687549858296
0.9,1,1,TRUE,"Sem",0.95,"Anual",0.97,3,0.194707519698144
0.94,1,1,TRUE,"Sem",0.95,"Sem",0.9,10,0.194708365542963
0.94,1,1,TRUE,"Sem",0.95,"Sem",0.91,10,0.194708365542963
0.94,1,1,TRUE,"Sem",0.95,"Sem",0.92,10,0.194708365542963
0.94,1,1,TRUE,"Sem",0.95,"Sem",0.93,10,0.194708365542963
0.94,1,1,TRUE,"Sem",0.95,"Sem",0.94,10,0.194708365542963
0.94,1,1,TRUE,"Sem",0.95,"Sem",0.95,10,0.194708365542963
0.94,1,1,TRUE,"Sem",0.95,"Sem",0.96,10,0.194708365542963
0.94,1,1,TRUE,"Sem",0.95,"Sem",0.97,10,0.194708365542963
0.94,1,1,TRUE,"Sem",0.95,"Sem",0.98,10,0.194708365542963
0.94,1,1,TRUE,"Sem",0.95,"Sem",0.99,10,0.194708365542963
0.94,1,1,TRUE,"Sem",0.95,"Sem",1,10,0.194708365542963
0.82,1,1,FALSE,"Sem",0.95,"Anual",0.99,2,0.194713072690239
0.84,1,1,FALSE,"Sem",0.95,"Anual",1,2,0.19471606866023
0.98,1,1,TRUE,"Sem",0.95,"Anual",0.96,7,0.194719574505463
0.92,1,1,TRUE,"Sem",0.95,"Anual",0.99,9,0.194733134102586
0.9,1,1,TRUE,"Sem",0.95,"Anual",0.97,6,0.194752017152128
0.82,1,1,FALSE,"Sem",0.95,"Anual",0.98,1,0.194763021001856
0.82,1,1,FALSE,"Sem",0.95,"Anual",0.98,3,0.194774712233905
0.82,1,1,FALSE,"Sem",0.95,"Anual",1,6,0.194781321500306
0.96,1,1,TRUE,"Sem",0.95,"Anual",0.9,11,0.194795664996066
0.9,1,1,TRUE,"Sem",0.95,"Anual",1,8,0.194812703438883
0.98,1,1,TRUE,"Sem",0.95,"Anual",0.96,3,0.194813088175839
0.98,1,1,TRUE,"Sem",0.95,"Sem",0.9,4,0.194824374387353
0.98,1,1,TRUE,"Sem",0.95,"Sem",0.91,4,0.194824374387353
0.98,1,1,TRUE,"Sem",0.95,"Sem",0.92,4,0.194824374387353
0.98,1,1,TRUE,"Sem",0.95,"Sem",0.93,4,0.194824374387353
0.98,1,1,TRUE,"Sem",0.95,"Sem",0.94,4,0.194824374387353
0.98,1,1,TRUE,"Sem",0.95,"Sem",0.95,4,0.194824374387353
0.98,1,1,TRUE,"Sem",0.95,"Sem",0.96,4,0.194824374387353
0.98,1,1,TRUE,"Sem",0.95,"Sem",0.97,4,0.194824374387353
0.98,1,1,TRUE,"Sem",0.95,"Sem",0.98,4,0.194824374387353
0.98,1,1,TRUE,"Sem",0.95,"Sem",0.99,4,0.194824374387353
0.98,1,1,TRUE,"Sem",0.95,"Sem",1,4,0.194824374387353
0.98,1,1,TRUE,"Sem",0.95,"Anual",0.95,0,0.194830941818444
0.94,1,1,TRUE,"Sem",0.95,"Anual",0.95,3,0.194851697144865
0.98,1,1,TRUE,"Sem",0.95,"Anual",0.92,11,0.194854715226392
0.8,1,1,FALSE,"Sem",0.95,"Anual",1,11,0.194867395734374
0.98,1,1,TRUE,"Sem",0.95,"Anual",0.95,10,0.194871472989097
0.94,1,1,TRUE,"Sem",0.95,"Anual",0.95,6,0.194882775745663
