"Delta.M1","Delta.Inter","Delta.COV","Usa_Vel","Primavera_flag","Delta.prima","Sazo.Cycle","Delta.sazo","Delay","Error"
0.9,1,1,FALSE,"Sem",0.95,"Sem",0.93,6,0.219430298807537
0.9,1,1,FALSE,"Sem",0.95,"Sem",0.94,6,0.219430298807537
0.9,1,1,FALSE,"Sem",0.95,"Sem",0.95,6,0.219430298807537
0.9,1,1,FALSE,"Sem",0.95,"Sem",0.96,6,0.219430298807537
0.9,1,1,FALSE,"Sem",0.95,"Sem",0.97,6,0.219430298807537
0.9,1,1,FALSE,"Sem",0.95,"Sem",0.98,6,0.219430298807537
0.9,1,1,FALSE,"Sem",0.95,"Sem",0.99,6,0.219430298807537
0.9,1,1,FALSE,"Sem",0.95,"Sem",1,6,0.219430298807537
0.92,1,1,FALSE,"Sem",0.95,"Anual",0.9,7,0.219434901342662
0.9,1,1,FALSE,"Sem",0.95,"Anual",0.91,9,0.219455660130797
0.92,1,1,FALSE,"Sem",0.95,"Anual",0.93,12,0.219663216310272
0.94,1,1,FALSE,"Sem",0.95,"Anual",1,3,0.219663988025069
0.92,1,1,FALSE,"Sem",0.95,"Anual",0.97,9,0.219686884619745
1,1,1,TRUE,"Sem",0.95,"Anual",0.98,11,0.21971255672863
0.94,1,1,FALSE,"Sem",0.95,"Anual",0.99,2,0.21978205454611
0.94,1,1,FALSE,"Sem",0.95,"Anual",0.96,4,0.219783186913297
0.94,1,1,FALSE,"Sem",0.95,"Anual",0.98,0,0.219800153022671
0.94,1,1,FALSE,"Sem",0.95,"Anual",0.99,0,0.219814887034682
0.94,1,1,FALSE,"Sem",0.95,"Anual",0.97,1,0.219817125600928
0.92,1,1,FALSE,"Sem",0.95,"Anual",0.93,8,0.219829681880334
0.92,1,1,FALSE,"Sem",0.95,"Anual",0.9,2,0.219844189079166
0.8,1,1,TRUE,"Sem",0.95,"Anual",0.9,10,0.219899860379729
0.8,1,1,TRUE,"Sem",0.95,"Anual",0.9,7,0.219978199224534
0.9,1,1,FALSE,"Sem",0.95,"Anual",0.9,9,0.220026276093436
0.94,1,1,FALSE,"Sem",0.95,"Anual",0.98,2,0.220033852144072
0.92,1,1,FALSE,"Sem",0.95,"Anual",0.92,12,0.220181640811484
0.94,1,1,FALSE,"Sem",0.95,"Anual",1,2,0.220185508501238
1,1,1,TRUE,"Sem",0.95,"Anual",0.9,11,0.220259544724664
0.94,1,1,FALSE,"Sem",0.95,"Anual",0.97,3,0.220262067457714
0.92,1,1,FALSE,"Sem",0.95,"Anual",0.93,10,0.220365554794059
0.8,1,1,TRUE,"Sem",0.95,"Anual",0.9,2,0.220376942453172
0.9,1,1,FALSE,"Sem",0.95,"Sem",0.9,7,0.220398517932893
0.9,1,1,FALSE,"Sem",0.95,"Sem",0.91,7,0.220398517932893
0.9,1,1,FALSE,"Sem",0.95,"Sem",0.92,7,0.220398517932893
0.9,1,1,FALSE,"Sem",0.95,"Sem",0.93,7,0.220398517932893
0.9,1,1,FALSE,"Sem",0.95,"Sem",0.94,7,0.220398517932893
0.9,1,1,FALSE,"Sem",0.95,"Sem",0.95,7,0.220398517932893
0.9,1,1,FALSE,"Sem",0.95,"Sem",0.96,7,0.220398517932893
0.9,1,1,FALSE,"Sem",0.95,"Sem",0.97,7,0.220398517932893
0.9,1,1,FALSE,"Sem",0.95,"Sem",0.98,7,0.220398517932893
0.9,1,1,FALSE,"Sem",0.95,"Sem",0.99,7,0.220398517932893
0.9,1,1,FALSE,"Sem",0.95,"Sem",1,7,0.220398517932893
0.92,1,1,FALSE,"Sem",0.95,"Anual",0.92,8,0.220404486679719
0.92,1,1,FALSE,"Sem",0.95,"Sem",0.9,1,0.220456222254668
0.92,1,1,FALSE,"Sem",0.95,"Sem",0.91,1,0.220456222254668
0.92,1,1,FALSE,"Sem",0.95,"Sem",0.92,1,0.220456222254668
0.92,1,1,FALSE,"Sem",0.95,"Sem",0.93,1,0.220456222254668
0.92,1,1,FALSE,"Sem",0.95,"Sem",0.94,1,0.220456222254668
0.92,1,1,FALSE,"Sem",0.95,"Sem",0.95,1,0.220456222254668
0.92,1,1,FALSE,"Sem",0.95,"Sem",0.96,1,0.220456222254668
0.92,1,1,FALSE,"Sem",0.95,"Sem",0.97,1,0.220456222254668
0.92,1,1,FALSE,"Sem",0.95,"Sem",0.98,1,0.220456222254668
0.92,1,1,FALSE,"Sem",0.95,"Sem",0.99,1,0.220456222254668
0.92,1,1,FALSE,"Sem",0.95,"Sem",1,1,0.220456222254668
0.92,1,1,FALSE,"Sem",0.95,"Anual",0.91,12,0.220482212351575
0.94,1,1,FALSE,"Sem",0.95,"Anual",1,0,0.220517362824922
0.94,1,1,FALSE,"Sem",0.95,"Anual",0.97,0,0.220588866297231
0.92,1,1,FALSE,"Sem",0.95,"Anual",0.96,9,0.220616762162674
0.92,1,1,FALSE,"Sem",0.95,"Anual",0.9,12,0.220687937996156
1,1,1,TRUE,"Sem",0.95,"Anual",0.91,11,0.220725397803849
0.92,1,1,FALSE,"Sem",0.95,"Anual",0.91,8,0.2208150666615
0.8,1,1,TRUE,"Sem",0.95,"Anual",0.9,9,0.220924517379206
1,1,1,TRUE,"Sem",0.95,"Anual",0.97,11,0.220943975480959
0.92,1,1,FALSE,"Sem",0.95,"Anual",0.92,10,0.220961730240168
0.94,1,1,FALSE,"Sem",0.95,"Anual",0.97,2,0.220996411334303
0.94,1,1,FALSE,"Sem",0.95,"Anual",0.99,5,0.221019314372602
0.94,1,1,FALSE,"Sem",0.95,"Anual",0.95,4,0.221031587447928
1,1,1,TRUE,"Sem",0.95,"Anual",0.99,12,0.221087422039152
0.94,1,1,FALSE,"Sem",0.95,"Anual",0.96,1,0.221128057395105
0.94,1,1,FALSE,"Sem",0.95,"Anual",0.98,5,0.221145552890071
0.92,1,1,FALSE,"Sem",0.95,"Anual",0.9,8,0.221169978865659
0.9,1,1,FALSE,"Sem",0.95,"Sem",0.9,11,0.221297205215345
0.9,1,1,FALSE,"Sem",0.95,"Sem",0.91,11,0.221297205215345
0.9,1,1,FALSE,"Sem",0.95,"Sem",0.92,11,0.221297205215345
0.9,1,1,FALSE,"Sem",0.95,"Sem",0.93,11,0.221297205215345
0.9,1,1,FALSE,"Sem",0.95,"Sem",0.94,11,0.221297205215345
0.9,1,1,FALSE,"Sem",0.95,"Sem",0.95,11,0.221297205215345
0.9,1,1,FALSE,"Sem",0.95,"Sem",0.96,11,0.221297205215345
0.9,1,1,FALSE,"Sem",0.95,"Sem",0.97,11,0.221297205215345
0.9,1,1,FALSE,"Sem",0.95,"Sem",0.98,11,0.221297205215345
0.9,1,1,FALSE,"Sem",0.95,"Sem",0.99,11,0.221297205215345
0.9,1,1,FALSE,"Sem",0.95,"Sem",1,11,0.221297205215345
0.92,1,1,FALSE,"Sem",0.95,"Anual",0.91,10,0.221318688793053
1,1,1,TRUE,"Sem",0.95,"Anual",0.92,11,0.221424717804685
0.94,1,1,FALSE,"Sem",0.95,"Anual",0.96,3,0.221490348508772
0.92,1,1,FALSE,"Sem",0.95,"Anual",0.9,10,0.221571369070334
0.94,1,1,FALSE,"Sem",0.95,"Anual",0.97,5,0.221631430874103
0.92,1,1,FALSE,"Sem",0.95,"Anual",0.95,9,0.221665033268536
1,1,1,TRUE,"Sem",0.95,"Anual",0.96,11,0.221676422330745
0.9,1,1,FALSE,"Sem",0.95,"Sem",0.9,8,0.22167846047787
0.9,1,1,FALSE,"Sem",0.95,"Sem",0.91,8,0.22167846047787
0.9,1,1,FALSE,"Sem",0.95,"Sem",0.92,8,0.22167846047787
0.9,1,1,FALSE,"Sem",0.95,"Sem",0.93,8,0.22167846047787
0.9,1,1,FALSE,"Sem",0.95,"Sem",0.94,8,0.22167846047787
0.9,1,1,FALSE,"Sem",0.95,"Sem",0.95,8,0.22167846047787
0.9,1,1,FALSE,"Sem",0.95,"Sem",0.96,8,0.22167846047787
0.9,1,1,FALSE,"Sem",0.95,"Sem",0.97,8,0.22167846047787
0.9,1,1,FALSE,"Sem",0.95,"Sem",0.98,8,0.22167846047787
0.9,1,1,FALSE,"Sem",0.95,"Sem",0.99,8,0.22167846047787
0.9,1,1,FALSE,"Sem",0.95,"Sem",1,8,0.22167846047787
0.94,1,1,FALSE,"Sem",0.95,"Anual",0.98,6,0.221743385086852
1,1,1,TRUE,"Sem",0.95,"Anual",0.98,12,0.221744062811851
0.9,1,1,FALSE,"Sem",0.95,"Sem",0.9,12,0.221800558523135
0.9,1,1,FALSE,"Sem",0.95,"Sem",0.91,12,0.221800558523135
0.9,1,1,FALSE,"Sem",0.95,"Sem",0.92,12,0.221800558523135
0.9,1,1,FALSE,"Sem",0.95,"Sem",0.93,12,0.221800558523135
0.9,1,1,FALSE,"Sem",0.95,"Sem",0.94,12,0.221800558523135
0.9,1,1,FALSE,"Sem",0.95,"Sem",0.95,12,0.221800558523135
0.9,1,1,FALSE,"Sem",0.95,"Sem",0.96,12,0.221800558523135
0.9,1,1,FALSE,"Sem",0.95,"Sem",0.97,12,0.221800558523135
0.9,1,1,FALSE,"Sem",0.95,"Sem",0.98,12,0.221800558523135
0.9,1,1,FALSE,"Sem",0.95,"Sem",0.99,12,0.221800558523135
0.9,1,1,FALSE,"Sem",0.95,"Sem",1,12,0.221800558523135
0.94,1,1,FALSE,"Sem",0.95,"Anual",0.96,0,0.22185277496636
1,1,1,TRUE,"Sem",0.95,"Anual",0.93,11,0.221904321903089
0.92,1,1,FALSE,"Sem",0.95,"Sem",0.9,0,0.22193572061658
0.92,1,1,FALSE,"Sem",0.95,"Sem",0.91,0,0.22193572061658
0.92,1,1,FALSE,"Sem",0.95,"Sem",0.92,0,0.22193572061658
0.92,1,1,FALSE,"Sem",0.95,"Sem",0.93,0,0.22193572061658
0.92,1,1,FALSE,"Sem",0.95,"Sem",0.94,0,0.22193572061658
0.92,1,1,FALSE,"Sem",0.95,"Sem",0.95,0,0.22193572061658
0.92,1,1,FALSE,"Sem",0.95,"Sem",0.96,0,0.22193572061658
0.92,1,1,FALSE,"Sem",0.95,"Sem",0.97,0,0.22193572061658
0.92,1,1,FALSE,"Sem",0.95,"Sem",0.98,0,0.22193572061658
0.92,1,1,FALSE,"Sem",0.95,"Sem",0.99,0,0.22193572061658
0.92,1,1,FALSE,"Sem",0.95,"Sem",1,0,0.22193572061658
0.94,1,1,FALSE,"Sem",0.95,"Anual",0.97,6,0.22197798610228
0.94,1,1,FALSE,"Sem",0.95,"Anual",0.99,6,0.221986760979741
0.94,1,1,FALSE,"Sem",0.95,"Anual",0.94,4,0.221999162717131
1,1,1,TRUE,"Sem",0.95,"Anual",0.95,11,0.222019697233151
0.94,1,1,FALSE,"Sem",0.95,"Anual",1,5,0.222020388588695
1,1,1,TRUE,"Sem",0.95,"Anual",0.94,11,0.222115307542794
1,1,1,TRUE,"Sem",0.95,"Anual",0.9,12,0.222225014581981
0.94,1,1,FALSE,"Sem",0.95,"Anual",0.96,2,0.222339887628846
0.94,1,1,FALSE,"Sem",0.95,"Anual",0.96,5,0.222468922443805
0.92,1,1,FALSE,"Sem",0.95,"Sem",0.9,2,0.222496239067906
0.92,1,1,FALSE,"Sem",0.95,"Sem",0.91,2,0.222496239067906
0.92,1,1,FALSE,"Sem",0.95,"Sem",0.92,2,0.222496239067906
0.92,1,1,FALSE,"Sem",0.95,"Sem",0.93,2,0.222496239067906
0.92,1,1,FALSE,"Sem",0.95,"Sem",0.94,2,0.222496239067906
0.92,1,1,FALSE,"Sem",0.95,"Sem",0.95,2,0.222496239067906
0.92,1,1,FALSE,"Sem",0.95,"Sem",0.96,2,0.222496239067906
0.92,1,1,FALSE,"Sem",0.95,"Sem",0.97,2,0.222496239067906
0.92,1,1,FALSE,"Sem",0.95,"Sem",0.98,2,0.222496239067906
0.92,1,1,FALSE,"Sem",0.95,"Sem",0.99,2,0.222496239067906
0.92,1,1,FALSE,"Sem",0.95,"Sem",1,2,0.222496239067906
0.94,1,1,FALSE,"Sem",0.95,"Anual",0.95,1,0.222550134922571
0.94,1,1,FALSE,"Sem",0.95,"Anual",0.95,3,0.222566567136464
0.9,1,1,FALSE,"Sem",0.95,"Sem",0.9,10,0.22262968053369
0.9,1,1,FALSE,"Sem",0.95,"Sem",0.91,10,0.22262968053369
0.9,1,1,FALSE,"Sem",0.95,"Sem",0.92,10,0.22262968053369
0.9,1,1,FALSE,"Sem",0.95,"Sem",0.93,10,0.22262968053369
0.9,1,1,FALSE,"Sem",0.95,"Sem",0.94,10,0.22262968053369
0.9,1,1,FALSE,"Sem",0.95,"Sem",0.95,10,0.22262968053369
0.9,1,1,FALSE,"Sem",0.95,"Sem",0.96,10,0.22262968053369
0.9,1,1,FALSE,"Sem",0.95,"Sem",0.97,10,0.22262968053369
0.9,1,1,FALSE,"Sem",0.95,"Sem",0.98,10,0.22262968053369
0.9,1,1,FALSE,"Sem",0.95,"Sem",0.99,10,0.22262968053369
0.9,1,1,FALSE,"Sem",0.95,"Sem",1,10,0.22262968053369
1,1,1,TRUE,"Sem",0.95,"Anual",0.91,12,0.222667318052426
0.94,1,1,FALSE,"Sem",0.95,"Anual",0.96,6,0.222696782682883
1,1,1,TRUE,"Sem",0.95,"Anual",0.97,12,0.222787254049338
0.92,1,1,FALSE,"Sem",0.95,"Anual",0.94,9,0.222789614775299
0.94,1,1,FALSE,"Sem",0.95,"Anual",0.95,0,0.222970186221796
0.94,1,1,FALSE,"Sem",0.95,"Anual",0.93,4,0.223058260013138
0.92,1,1,FALSE,"Sem",0.95,"Sem",0.9,3,0.223278444503605
0.92,1,1,FALSE,"Sem",0.95,"Sem",0.91,3,0.223278444503605
0.92,1,1,FALSE,"Sem",0.95,"Sem",0.92,3,0.223278444503605
0.92,1,1,FALSE,"Sem",0.95,"Sem",0.93,3,0.223278444503605
0.92,1,1,FALSE,"Sem",0.95,"Sem",0.94,3,0.223278444503605
0.92,1,1,FALSE,"Sem",0.95,"Sem",0.95,3,0.223278444503605
0.92,1,1,FALSE,"Sem",0.95,"Sem",0.96,3,0.223278444503605
0.92,1,1,FALSE,"Sem",0.95,"Sem",0.97,3,0.223278444503605
0.92,1,1,FALSE,"Sem",0.95,"Sem",0.98,3,0.223278444503605
0.92,1,1,FALSE,"Sem",0.95,"Sem",0.99,3,0.223278444503605
0.92,1,1,FALSE,"Sem",0.95,"Sem",1,3,0.223278444503605
0.94,1,1,FALSE,"Sem",0.95,"Anual",1,6,0.223289712310396
0.92,1,1,FALSE,"Sem",0.95,"Sem",0.9,4,0.223294257676363
0.92,1,1,FALSE,"Sem",0.95,"Sem",0.91,4,0.223294257676363
0.92,1,1,FALSE,"Sem",0.95,"Sem",0.92,4,0.223294257676363
0.92,1,1,FALSE,"Sem",0.95,"Sem",0.93,4,0.223294257676363
0.92,1,1,FALSE,"Sem",0.95,"Sem",0.94,4,0.223294257676363
0.92,1,1,FALSE,"Sem",0.95,"Sem",0.95,4,0.223294257676363
0.92,1,1,FALSE,"Sem",0.95,"Sem",0.96,4,0.223294257676363
0.92,1,1,FALSE,"Sem",0.95,"Sem",0.97,4,0.223294257676363
0.92,1,1,FALSE,"Sem",0.95,"Sem",0.98,4,0.223294257676363
0.92,1,1,FALSE,"Sem",0.95,"Sem",0.99,4,0.223294257676363
0.92,1,1,FALSE,"Sem",0.95,"Sem",1,4,0.223294257676363
1,1,1,TRUE,"Sem",0.95,"Anual",0.92,12,0.223302036604366
1,1,1,TRUE,"Sem",0.95,"Anual",0.96,12,0.223397685704942
0.94,1,1,FALSE,"Sem",0.95,"Anual",0.95,5,0.223411488685037
0.94,1,1,FALSE,"Sem",0.95,"Anual",0.94,3,0.223449543369307
0.94,1,1,FALSE,"Sem",0.95,"Anual",0.95,6,0.223470912177143
0.94,1,1,FALSE,"Sem",0.95,"Anual",0.95,2,0.223598351781551
0.94,1,1,FALSE,"Sem",0.95,"Anual",0.94,1,0.223690506209009
0.9,1,1,FALSE,"Sem",0.95,"Sem",0.9,9,0.223694499234494
0.9,1,1,FALSE,"Sem",0.95,"Sem",0.91,9,0.223694499234494
0.9,1,1,FALSE,"Sem",0.95,"Sem",0.92,9,0.223694499234494
0.9,1,1,FALSE,"Sem",0.95,"Sem",0.93,9,0.223694499234494
0.9,1,1,FALSE,"Sem",0.95,"Sem",0.94,9,0.223694499234494
0.9,1,1,FALSE,"Sem",0.95,"Sem",0.95,9,0.223694499234494
0.9,1,1,FALSE,"Sem",0.95,"Sem",0.96,9,0.223694499234494
0.9,1,1,FALSE,"Sem",0.95,"Sem",0.97,9,0.223694499234494
0.9,1,1,FALSE,"Sem",0.95,"Sem",0.98,9,0.223694499234494
0.9,1,1,FALSE,"Sem",0.95,"Sem",0.99,9,0.223694499234494
0.9,1,1,FALSE,"Sem",0.95,"Sem",1,9,0.223694499234494
0.92,1,1,FALSE,"Sem",0.95,"Anual",0.93,9,0.223730781325746
1,1,1,TRUE,"Sem",0.95,"Anual",0.93,12,0.223795437348685
0.94,1,1,FALSE,"Sem",0.95,"Anual",0.92,4,0.223825634753647
1,1,1,TRUE,"Sem",0.95,"Anual",0.95,12,0.223895542242718
0.94,1,1,FALSE,"Sem",0.95,"Anual",0.94,0,0.223904373041057
1,1,1,TRUE,"Sem",0.95,"Anual",0.94,12,0.224016540225282
0.94,1,1,FALSE,"Sem",0.95,"Anual",0.94,6,0.224018536152479
0.94,1,1,FALSE,"Sem",0.95,"Anual",0.94,5,0.224216764191152
0.94,1,1,FALSE,"Sem",0.95,"Anual",0.91,4,0.224285575859515
0.92,1,1,FALSE,"Sem",0.95,"Anual",0.92,9,0.224319380181043
0.94,1,1,FALSE,"Sem",0.95,"Anual",0.98,7,0.224383820704492
0.94,1,1,FALSE,"Sem",0.95,"Anual",0.93,3,0.224394442102823
1,1,1,TRUE,"Sem",0.95,"Anual",0.9,10,0.224407183056215
0.94,1,1,FALSE,"Sem",0.95,"Anual",0.97,7,0.224489067895349
1,1,1,TRUE,"Sem",0.95,"Anual",0.99,10,0.224497174266218
0.94,1,1,FALSE,"Sem",0.95,"Anual",0.93,0,0.224529382978606
0.94,1,1,FALSE,"Sem",0.95,"Anual",0.93,6,0.22465964365219
0.94,1,1,FALSE,"Sem",0.95,"Anual",0.99,7,0.224668698955939
0.92,1,1,FALSE,"Sem",0.95,"Anual",0.91,9,0.224683270157677
0.94,1,1,FALSE,"Sem",0.95,"Anual",0.93,1,0.224716977327527
0.94,1,1,FALSE,"Sem",0.95,"Anual",0.94,2,0.224728831532504
0.94,1,1,FALSE,"Sem",0.95,"Anual",0.9,4,0.224780413108175
0.94,1,1,FALSE,"Sem",0.95,"Anual",0.92,0,0.224887543361571
1,1,1,TRUE,"Sem",0.95,"Anual",0.91,10,0.22490594080505
0.92,1,1,FALSE,"Sem",0.95,"Anual",0.9,9,0.224959227345831
1,1,1,TRUE,"Sem",0.95,"Anual",0.98,10,0.224989226127768
0.94,1,1,FALSE,"Sem",0.95,"Anual",0.92,6,0.22506675514081
0.94,1,1,FALSE,"Sem",0.95,"Anual",0.92,3,0.225073393276527
0.94,1,1,FALSE,"Sem",0.95,"Anual",0.93,5,0.225102808817741
0.94,1,1,FALSE,"Sem",0.95,"Anual",0.91,0,0.225171896004812
0.94,1,1,FALSE,"Sem",0.95,"Anual",0.96,7,0.225216632672909
0.94,1,1,FALSE,"Sem",0.95,"Anual",0.91,6,0.225228294597973
1,1,1,TRUE,"Sem",0.95,"Anual",0.9,0,0.225386589621371
0.94,1,1,FALSE,"Sem",0.95,"Anual",0.92,1,0.225397612616145
0.94,1,1,FALSE,"Sem",0.95,"Anual",0.9,0,0.225437640393054
0.94,1,1,FALSE,"Sem",0.95,"Anual",0.9,6,0.225452196638923
0.94,1,1,FALSE,"Sem",0.95,"Anual",0.91,3,0.225462196085732
1,1,1,TRUE,"Sem",0.95,"Anual",0.92,10,0.225656846034422
0.94,1,1,FALSE,"Sem",0.95,"Anual",0.92,5,0.22569235841539
0.94,1,1,FALSE,"Sem",0.95,"Anual",0.91,1,0.225739536254457
0.94,1,1,FALSE,"Sem",0.95,"Anual",0.93,2,0.225852564114594
0.94,1,1,FALSE,"Sem",0.95,"Anual",0.9,3,0.225885655294799
0.94,1,1,FALSE,"Sem",0.95,"Anual",1,7,0.225935087522495
1,1,1,TRUE,"Sem",0.95,"Anual",0.97,10,0.225938651368215
0.94,1,1,FALSE,"Sem",0.95,"Anual",0.91,5,0.225979985678986
0.94,1,1,FALSE,"Sem",0.95,"Anual",0.95,7,0.225982911245817
0.94,1,1,FALSE,"Sem",0.95,"Anual",0.9,1,0.226002129521413
1,1,1,TRUE,"Sem",0.95,"Anual",0.9,8,0.226043043966569
1,1,1,TRUE,"Sem",0.95,"Anual",0.93,10,0.226283860187351
1,1,1,TRUE,"Sem",0.95,"Anual",0.9,1,0.226284469059227
0.94,1,1,FALSE,"Sem",0.95,"Anual",0.9,5,0.226294489118794
1,1,1,TRUE,"Sem",0.95,"Anual",0.96,10,0.226442720903568
1,1,1,TRUE,"Sem",0.95,"Anual",0.9,7,0.226443876417076
0.94,1,1,FALSE,"Sem",0.95,"Anual",0.94,7,0.226470990153422
1,1,1,TRUE,"Sem",0.95,"Anual",0.91,0,0.226539457424373
1,1,1,TRUE,"Sem",0.95,"Anual",0.94,10,0.22662009452749
0.94,1,1,FALSE,"Sem",0.95,"Anual",0.92,2,0.226662389129127
1,1,1,TRUE,"Sem",0.95,"Anual",0.95,10,0.226665706603692
1,1,1,TRUE,"Sem",0.95,"Anual",0.9,6,0.226801831608242
0.94,1,1,FALSE,"Sem",0.95,"Anual",0.98,11,0.226831787734357
0.94,1,1,FALSE,"Sem",0.95,"Anual",0.98,8,0.226884222620861
1,1,1,TRUE,"Sem",0.95,"Anual",0.99,9,0.2269078499998
0.92,1,1,FALSE,"Sem",0.95,"Sem",0.9,5,0.226915390397126
0.92,1,1,FALSE,"Sem",0.95,"Sem",0.91,5,0.226915390397126
0.92,1,1,FALSE,"Sem",0.95,"Sem",0.92,5,0.226915390397126
0.92,1,1,FALSE,"Sem",0.95,"Sem",0.93,5,0.226915390397126
0.92,1,1,FALSE,"Sem",0.95,"Sem",0.94,5,0.226915390397126
0.92,1,1,FALSE,"Sem",0.95,"Sem",0.95,5,0.226915390397126
0.92,1,1,FALSE,"Sem",0.95,"Sem",0.96,5,0.226915390397126
0.92,1,1,FALSE,"Sem",0.95,"Sem",0.97,5,0.226915390397126
0.92,1,1,FALSE,"Sem",0.95,"Sem",0.98,5,0.226915390397126
0.92,1,1,FALSE,"Sem",0.95,"Sem",0.99,5,0.226915390397126
0.92,1,1,FALSE,"Sem",0.95,"Sem",1,5,0.226915390397126
1,1,1,TRUE,"Sem",0.95,"Anual",0.9,5,0.226969336114531
0.94,1,1,FALSE,"Sem",0.95,"Anual",0.97,8,0.226998969903775
1,1,1,TRUE,"Sem",0.95,"Anual",0.91,8,0.227006618549163
0.94,1,1,FALSE,"Sem",0.95,"Anual",0.97,11,0.227061303219361
0.94,1,1,FALSE,"Sem",0.95,"Anual",0.93,7,0.227066566503568
0.94,1,1,FALSE,"Sem",0.95,"Anual",0.91,2,0.227137888101472
0.94,1,1,FALSE,"Sem",0.95,"Anual",0.99,11,0.227155823540822
0.94,1,1,FALSE,"Sem",0.95,"Anual",0.99,8,0.227271276852317
1,1,1,TRUE,"Sem",0.95,"Anual",0.9,9,0.227290341871529
0.94,1,1,FALSE,"Sem",0.95,"Anual",0.92,7,0.227406525192174
1,1,1,TRUE,"Sem",0.95,"Anual",0.9,4,0.227446560330914
1,1,1,TRUE,"Sem",0.95,"Anual",0.91,1,0.22745056446701
0.94,1,1,FALSE,"Sem",0.95,"Anual",0.91,7,0.227475736029426
0.94,1,1,FALSE,"Sem",0.95,"Anual",0.9,2,0.227541316114084
1,1,1,TRUE,"Sem",0.95,"Anual",0.91,7,0.227568317951545
0.94,1,1,FALSE,"Sem",0.95,"Anual",0.9,7,0.227593063959593
1,1,1,TRUE,"Sem",0.95,"Anual",0.9,3,0.227758036381432
0.94,1,1,FALSE,"Sem",0.95,"Anual",0.96,8,0.227769578362881
1,1,1,TRUE,"Sem",0.95,"Anual",0.98,9,0.22778056266991
0.94,1,1,FALSE,"Sem",0.95,"Anual",0.98,12,0.227831458179717
0.94,1,1,FALSE,"Sem",0.95,"Anual",0.96,11,0.227879139814606
1,1,1,TRUE,"Sem",0.95,"Anual",0.91,9,0.227979271015629
0.94,1,1,FALSE,"Sem",0.95,"Anual",0.97,12,0.228011926390278
1,1,1,TRUE,"Sem",0.95,"Anual",0.9,2,0.228027202061928
1,1,1,TRUE,"Sem",0.95,"Anual",0.91,6,0.228042951715557
1,1,1,TRUE,"Sem",0.95,"Anual",0.92,0,0.228050573268706
1,1,1,TRUE,"Sem",0.95,"Anual",0.92,8,0.228072042287651
1,1,1,TRUE,"Sem",0.95,"Anual",0.91,5,0.228226375291751
0.94,1,1,FALSE,"Sem",0.95,"Anual",1,11,0.228255046471735
0.94,1,1,FALSE,"Sem",0.95,"Anual",0.98,10,0.228384615224028
1,1,1,TRUE,"Sem",0.95,"Anual",1,11,0.228418091456678
0.94,1,1,FALSE,"Sem",0.95,"Anual",0.97,10,0.228445069435919
0.94,1,1,FALSE,"Sem",0.95,"Anual",0.99,12,0.22847971612742
0.94,1,1,FALSE,"Sem",0.95,"Anual",1,8,0.228493429263515
0.94,1,1,FALSE,"Sem",0.95,"Anual",0.95,8,0.228500473379843
0.94,1,1,FALSE,"Sem",0.95,"Anual",0.95,11,0.228575384301826
0.92,1,1,FALSE,"Sem",0.95,"Sem",0.9,6,0.228606557450072
0.92,1,1,FALSE,"Sem",0.95,"Sem",0.91,6,0.228606557450072
0.92,1,1,FALSE,"Sem",0.95,"Sem",0.92,6,0.228606557450072
0.92,1,1,FALSE,"Sem",0.95,"Sem",0.93,6,0.228606557450072
0.92,1,1,FALSE,"Sem",0.95,"Sem",0.94,6,0.228606557450072
0.92,1,1,FALSE,"Sem",0.95,"Sem",0.95,6,0.228606557450072
0.92,1,1,FALSE,"Sem",0.95,"Sem",0.96,6,0.228606557450072
0.92,1,1,FALSE,"Sem",0.95,"Sem",0.97,6,0.228606557450072
0.92,1,1,FALSE,"Sem",0.95,"Sem",0.98,6,0.228606557450072
0.92,1,1,FALSE,"Sem",0.95,"Sem",0.99,6,0.228606557450072
0.92,1,1,FALSE,"Sem",0.95,"Sem",1,6,0.228606557450072
1,1,1,TRUE,"Sem",0.95,"Anual",0.91,4,0.228661016650229
1,1,1,TRUE,"Sem",0.95,"Anual",0.92,9,0.228735558932022
1,1,1,TRUE,"Sem",0.95,"Anual",0.92,7,0.228774265741755
0.94,1,1,FALSE,"Sem",0.95,"Anual",0.96,12,0.22877523777909
0.94,1,1,FALSE,"Sem",0.95,"Anual",0.94,8,0.22887741956877
1,1,1,TRUE,"Sem",0.95,"Anual",0.97,9,0.228894563183892
1,1,1,TRUE,"Sem",0.95,"Anual",0.91,3,0.228899413146489
0.94,1,1,FALSE,"Sem",0.95,"Anual",0.94,11,0.228984037324204
1,1,1,TRUE,"Sem",0.95,"Anual",0.93,8,0.22905620208434
0.94,1,1,FALSE,"Sem",0.95,"Anual",0.96,10,0.229061911289646
1,1,1,TRUE,"Sem",0.95,"Anual",0.92,1,0.229086737036282
1,1,1,TRUE,"Sem",0.95,"Anual",0.99,8,0.229121180063456
0.94,1,1,FALSE,"Sem",0.95,"Anual",0.99,10,0.22914896930552
0.94,1,1,FALSE,"Sem",0.95,"Anual",0.9,11,0.22917875937931
0.94,1,1,FALSE,"Sem",0.95,"Anual",0.91,11,0.229235565450578
1,1,1,TRUE,"Sem",0.95,"Anual",0.91,2,0.229242897219394
0.94,1,1,FALSE,"Sem",0.95,"Anual",0.93,11,0.229360204634884
