Delta.M1,Delta.Inter,Delta.COV,Delta.gravi,Ord.M1,Error
0.82,0.97,0.92,0.96,2,1.296300916
0.82,0.97,0.92,0.97,1,0.773764406
0.82,0.97,0.92,0.97,2,1.294318256
0.82,0.97,0.92,0.98,1,0.772309773
0.82,0.97,0.92,0.98,2,1.292784583
0.82,0.97,0.92,0.99,1,0.770869538
0.82,0.97,0.92,0.99,2,1.291367582
0.82,0.97,0.92,1,1,0.769430902
0.82,0.97,0.92,1,2,1.290034018
0.82,0.97,0.93,0.9,1,0.786747529
0.82,0.97,0.93,0.9,2,1.380032154
0.82,0.97,0.93,0.91,1,0.783886792
0.82,0.97,0.93,0.91,2,1.34486466
0.82,0.97,0.93,0.92,1,0.78190964
0.82,0.97,0.93,0.92,2,1.32352079
0.82,0.97,0.93,0.93,1,0.780090817
0.82,0.97,0.93,0.93,2,1.311373421
0.82,0.97,0.93,0.94,1,0.778378035
0.82,0.97,0.93,0.94,2,1.304001513
0.82,0.97,0.93,0.95,1,0.776729878
0.82,0.97,0.93,0.95,2,1.299401233
0.82,0.97,0.93,0.96,1,0.775138063
0.82,0.97,0.93,0.96,2,1.296158296
0.82,0.97,0.93,0.97,1,0.773662262
0.82,0.97,0.93,0.97,2,1.29419342
0.82,0.97,0.93,0.98,1,0.77221063
0.82,0.97,0.93,0.98,2,1.292668402
0.82,0.97,0.93,0.99,1,0.770772277
0.82,0.97,0.93,0.99,2,1.291256934
0.82,0.97,0.93,1,1,0.769334707
0.82,0.97,0.93,1,2,1.28992692
0.82,0.97,0.94,0.9,1,0.786562611
0.82,0.97,0.94,0.9,2,1.379376064
0.82,0.97,0.94,0.91,1,0.783732941
0.82,0.97,0.94,0.91,2,1.344405171
0.82,0.97,0.94,0.92,1,0.781771646
0.82,0.97,0.94,0.92,2,1.323185008
0.82,0.97,0.94,0.93,1,0.779965567
0.82,0.97,0.94,0.93,2,1.311141888
0.82,0.97,0.94,0.94,1,0.778262862
0.82,0.97,0.94,0.94,2,1.303816205
0.82,0.97,0.94,0.95,1,0.776622468
0.82,0.97,0.94,0.95,2,1.299246456
0.82,0.97,0.94,0.96,1,0.775036416
0.82,0.97,0.94,0.96,2,1.296023625
0.82,0.97,0.94,0.97,1,0.773564692
0.82,0.97,0.94,0.97,2,1.294075313
0.82,0.97,0.94,0.98,1,0.772115778
0.82,0.97,0.94,0.98,2,1.292558278
0.82,0.97,0.94,0.99,1,0.770679103
0.82,0.97,0.94,0.99,2,1.291151884
0.82,0.97,0.94,1,1,0.769242458
0.82,0.97,0.94,1,2,1.289825103
0.82,0.97,0.95,0.9,1,0.786387973
0.82,0.97,0.95,0.9,2,1.378767872
0.82,0.97,0.95,0.91,1,0.783587468
0.82,0.97,0.95,0.91,2,1.343977696
0.82,0.97,0.95,0.92,1,0.781640926
0.82,0.97,0.95,0.92,2,1.322871559
0.82,0.97,0.95,0.93,1,0.779846708
0.82,0.97,0.95,0.93,2,1.310924906
0.82,0.97,0.95,0.94,1,0.778153374
0.82,0.97,0.95,0.94,2,1.303642061
0.82,0.97,0.95,0.95,1,0.776520176
0.82,0.97,0.95,0.95,2,1.299100635
0.82,0.97,0.95,0.96,1,0.774939435
0.82,0.97,0.95,0.96,2,1.295896445
0.82,0.97,0.95,0.97,1,0.773471436
0.82,0.97,0.95,0.97,2,1.293963543
0.82,0.97,0.95,0.98,1,0.772024972
0.82,0.97,0.95,0.98,2,1.292453857
0.82,0.97,0.95,0.99,1,0.770589783
0.82,0.97,0.95,0.99,2,1.291052106
0.82,0.97,0.95,1,1,0.76915393
0.82,0.97,0.95,1,2,1.28972826
0.82,0.97,0.96,0.9,1,0.786222954
0.82,0.97,0.96,0.9,2,1.378203388
0.82,0.97,0.96,0.91,1,0.783449836
0.82,0.97,0.96,0.91,2,1.343579622
0.82,0.97,0.96,0.92,1,0.781517025
0.82,0.97,0.96,0.92,2,1.32257874
0.82,0.97,0.96,0.93,1,0.779733852
0.82,0.97,0.96,0.93,2,1.310721505
0.82,0.97,0.96,0.94,1,0.778049231
0.82,0.97,0.96,0.94,2,1.303478378
0.82,0.97,0.96,0.95,1,0.776422701
0.82,0.97,0.96,0.95,2,1.29896323
0.82,0.97,0.96,0.96,1,0.774846849
0.82,0.97,0.96,0.96,2,1.295776313
0.82,0.97,0.96,0.97,1,0.773382244
0.82,0.97,0.96,0.97,2,1.293857731
0.82,0.97,0.96,0.98,1,0.771937981
0.82,0.97,0.96,0.98,2,1.292354801
0.82,0.97,0.96,0.99,1,0.770504096
0.82,0.97,0.96,0.99,2,1.290957285
0.82,0.97,0.96,1,1,0.769068911
0.82,0.97,0.96,1,2,1.289636092
0.82,0.97,0.97,0.9,1,0.786066922
0.82,0.97,0.97,0.9,2,1.377678789
0.82,0.97,0.97,0.91,1,0.783319528
0.82,0.97,0.97,0.91,2,1.343208539
0.82,0.97,0.97,0.92,1,0.781399509
0.82,0.97,0.97,0.92,2,1.322304959
0.82,0.97,0.97,0.93,1,0.779626625
0.82,0.97,0.97,0.93,2,1.310530757
0.82,0.97,0.97,0.94,1,0.777950108
0.82,0.97,0.97,0.94,2,1.30332448
0.82,0.97,0.97,0.95,1,0.776329754
0.82,0.97,0.97,0.95,2,1.298833718
0.82,0.97,0.97,0.96,1,0.774758398
0.82,0.97,0.97,0.96,2,1.295662803
0.82,0.97,0.97,0.97,1,0.773296879
0.82,0.97,0.97,0.97,2,1.293757514
0.82,0.97,0.97,0.98,1,0.771854583
0.82,0.97,0.97,0.98,2,1.292260784
0.82,0.97,0.97,0.99,1,0.770421833
0.82,0.97,0.97,0.99,2,1.29086712
0.82,0.97,0.97,1,1,0.768987201
0.82,0.97,0.97,1,2,1.289548315
0.82,0.97,0.98,0.9,1,0.785919275
0.82,0.97,0.98,0.9,2,1.377190596
0.82,0.97,0.98,0.91,1,0.783196054
0.82,0.97,0.98,0.91,2,1.342862225
0.82,0.97,0.98,0.92,1,0.781287962
0.82,0.97,0.98,0.92,2,1.322048737
0.82,0.97,0.98,0.93,1,0.779524671
0.82,0.97,0.98,0.93,2,1.310351785
0.82,0.97,0.98,0.94,1,0.777855696
0.82,0.97,0.98,0.94,2,1.303179724
0.82,0.97,0.98,0.95,1,0.776241063
0.82,0.97,0.98,0.95,2,1.2987116
0.82,0.97,0.98,0.96,1,0.774673838
0.82,0.97,0.98,0.96,2,1.295555504
0.82,0.97,0.98,0.97,1,0.773215117
0.82,0.97,0.98,0.97,2,1.293662543
0.82,0.97,0.98,0.98,1,0.77177457
0.82,0.97,0.98,0.98,2,1.292171492
0.82,0.97,0.98,0.99,1,0.770342797
0.82,0.97,0.98,0.99,2,1.290781324
0.82,0.97,0.98,1,1,0.768908608
0.82,0.97,0.98,1,2,1.289464661
0.82,0.97,0.99,0.9,1,0.785779445
0.82,0.97,0.99,0.9,2,1.376735646
0.82,0.97,0.99,0.91,1,0.783078946
0.82,0.97,0.99,0.91,2,1.342538637
0.82,0.97,0.99,0.92,1,0.781181988
0.82,0.97,0.99,0.92,2,1.321815824
0.82,0.97,0.99,0.93,1,0.77942765
0.82,0.97,0.99,0.93,2,1.310183758
0.82,0.97,0.99,0.94,1,0.777765697
0.82,0.97,0.99,0.94,2,1.303043499
0.82,0.97,0.99,0.95,1,0.776156365
0.82,0.97,0.99,0.95,2,1.298596401
0.82,0.97,0.99,0.96,1,0.774592932
0.82,0.97,0.99,0.96,2,1.295454028
0.82,0.97,0.99,0.97,1,0.773136743
0.82,0.97,0.99,0.97,2,1.293572486
0.82,0.97,0.99,0.98,1,0.771697744
0.82,0.97,0.99,0.98,2,1.292086631
0.82,0.97,0.99,0.99,1,0.770266801
0.82,0.97,0.99,0.99,2,1.290699624
0.82,0.97,0.99,1,1,0.768832955
0.82,0.97,0.99,1,2,1.289384873
0.82,0.97,1,0.9,1,0.785646896
0.82,0.97,1,0.9,2,1.376311067
0.82,0.97,1,0.91,1,0.782967764
0.82,0.97,1,0.91,2,1.342235903
0.82,0.97,1,0.92,1,0.781081213
0.82,0.97,1,0.92,2,1.321612584
0.82,0.97,1,0.93,1,0.779335239
0.82,0.97,1,0.93,2,1.310025898
0.82,0.97,1,0.94,1,0.777679832
0.82,0.97,1,0.94,2,1.302915225
0.82,0.97,1,0.95,1,0.776075412
0.82,0.97,1,0.95,2,1.298487668
0.82,0.97,1,0.96,1,0.774515461
0.82,0.97,1,0.96,2,1.295358003
0.82,0.97,1,0.97,1,0.773061558
0.82,0.97,1,0.97,2,1.293487028
0.82,0.97,1,0.98,1,0.771623917
0.82,0.97,1,0.98,2,1.292005918
0.82,0.97,1,0.99,1,0.770193669
0.82,0.97,1,0.99,2,1.290621763
0.82,0.97,1,1,1,0.768760073
0.82,0.97,1,1,2,1.289308709
0.82,0.98,0.9,0.9,1,0.78647197
0.82,0.98,0.9,0.9,2,1.376541623
0.82,0.98,0.9,0.91,1,0.783944665
0.82,0.98,0.9,0.91,2,1.342406293
0.82,0.98,0.9,0.92,1,0.781976645
0.82,0.98,0.9,0.92,2,1.321782501
0.82,0.98,0.9,0.93,1,0.780161892
0.82,0.98,0.9,0.93,2,1.310390568
0.82,0.98,0.9,0.94,1,0.778447205
0.82,0.98,0.9,0.94,2,1.303355461
0.82,0.98,0.9,0.95,1,0.776789755
0.82,0.98,0.9,0.95,2,1.299007571
0.82,0.98,0.9,0.96,1,0.775190696
0.82,0.98,0.9,0.96,2,1.296177749
0.82,0.98,0.9,0.97,1,0.77368842
0.82,0.98,0.9,0.97,2,1.294319042
0.82,0.98,0.9,0.98,1,0.772233948
0.82,0.98,0.9,0.98,2,1.292814102
0.82,0.98,0.9,0.99,1,0.770816554
0.82,0.98,0.9,0.99,2,1.291409494
0.82,0.98,0.9,1,1,0.76945423
0.82,0.98,0.9,1,2,1.290077407
0.82,0.98,0.91,0.9,1,0.78625951
0.82,0.98,0.91,0.9,2,1.375754385
0.82,0.98,0.91,0.91,1,0.783767881
0.82,0.98,0.91,0.91,2,1.341863053
0.82,0.98,0.91,0.92,1,0.781818444
0.82,0.98,0.91,0.92,2,1.321430972
0.82,0.98,0.91,0.93,1,0.780018497
0.82,0.98,0.91,0.93,2,1.310124889
0.82,0.98,0.91,0.94,1,0.778315439
0.82,0.98,0.91,0.94,2,1.303144881
0.82,0.98,0.91,0.95,1,0.776666909
0.82,0.98,0.91,0.95,2,1.298833053
0.82,0.98,0.91,0.96,1,0.77507446
0.82,0.98,0.91,0.96,2,1.296031242
0.82,0.98,0.91,0.97,1,0.773576868
0.82,0.98,0.91,0.97,2,1.294187048
0.82,0.98,0.91,0.98,1,0.772125531
0.82,0.98,0.91,0.98,2,1.292691395
0.82,0.98,0.91,0.99,1,0.770713648
0.82,0.98,0.91,0.99,2,1.291292651
0.82,0.98,0.91,1,1,0.769351982
0.82,0.98,0.91,1,2,1.289964253
0.82,0.98,0.92,0.9,1,0.78605881
0.82,0.98,0.92,0.9,2,1.375025942
0.82,0.98,0.92,0.91,1,0.783600701
0.82,0.98,0.92,0.91,2,1.34135802
0.82,0.98,0.92,0.92,1,0.781668566
0.82,0.98,0.92,0.92,2,1.321102118
0.82,0.98,0.92,0.93,1,0.779882419
0.82,0.98,0.92,0.93,2,1.309875414
0.82,0.98,0.92,0.94,1,0.778190194
0.82,0.98,0.92,0.94,2,1.302946511
0.82,0.98,0.92,0.95,1,0.776549954
0.82,0.98,0.92,0.95,2,1.298668212
0.82,0.98,0.92,0.96,1,0.77496362
0.82,0.98,0.92,0.96,2,1.295892565
0.82,0.98,0.92,0.97,1,0.773470327
0.82,0.98,0.92,0.97,2,1.294061859
0.82,0.98,0.92,0.98,1,0.772021834
0.82,0.98,0.92,0.98,2,1.292574811
0.82,0.98,0.92,0.99,1,0.770614993
0.82,0.98,0.92,0.99,2,1.291181475
0.82,0.98,0.92,1,1,0.769253876
0.82,0.98,0.92,1,2,1.28985646
0.82,0.98,0.93,0.9,1,0.785869184
0.82,0.98,0.93,0.9,2,1.374351287
0.82,0.98,0.93,0.91,1,0.783442569
0.82,0.98,0.93,0.91,2,1.340888223
0.82,0.98,0.93,0.92,1,0.781526543
0.82,0.98,0.93,0.92,2,1.320794458
0.82,0.98,0.93,0.93,1,0.779753254
0.82,0.98,0.93,0.93,2,1.30964118
0.82,0.98,0.93,0.94,1,0.778071115
0.82,0.98,0.93,0.94,2,1.302759676
0.82,0.98,0.93,0.95,1,0.77643857
0.82,0.98,0.93,0.95,2,1.298512538
0.82,0.98,0.93,0.96,1,0.77485788
0.82,0.98,0.93,0.96,2,1.295761307
0.82,0.98,0.93,0.97,1,0.773368521
0.82,0.98,0.93,0.97,2,1.29394312
0.82,0.98,0.93,0.98,1,0.771922599
0.82,0.98,0.93,0.98,2,1.292464028
0.82,0.98,0.93,0.99,1,0.770520357
0.82,0.98,0.93,0.99,2,1.291075662
0.82,0.98,0.93,1,1,0.769159685
0.82,0.98,0.93,1,2,1.289753736
0.82,0.98,0.94,0.9,1,0.78568997
0.82,0.98,0.94,0.9,2,1.373725819
0.82,0.98,0.94,0.91,1,0.783292948
0.82,0.98,0.94,0.91,2,1.340450894
0.82,0.98,0.94,0.92,1,0.781391921
0.82,0.98,0.94,0.92,2,1.320506577
0.82,0.98,0.94,0.93,1,0.779630609
0.82,0.98,0.94,0.93,2,1.309421255
0.82,0.98,0.94,0.94,1,0.777957856
0.82,0.98,0.94,0.94,2,1.302583717
0.82,0.98,0.94,0.95,1,0.776332447
0.82,0.98,0.94,0.95,2,1.298365531
0.82,0.98,0.94,0.96,1,0.77475696
0.82,0.98,0.94,0.96,2,1.295637064
0.82,0.98,0.94,0.97,1,0.77327119
0.82,0.98,0.94,0.97,2,1.293830482
0.82,0.98,0.94,0.98,1,0.771827576
0.82,0.98,0.94,0.98,2,1.292358729
0.82,0.98,0.94,0.99,1,0.770429517
0.82,0.98,0.94,0.99,2,1.290974918
0.82,0.98,0.94,1,1,0.769069191
0.82,0.98,0.94,1,2,1.289655799
0.82,0.98,0.95,0.9,1,0.785520526
0.82,0.98,0.95,0.9,2,1.37314532
0.82,0.98,0.95,0.91,1,0.783151316
0.82,0.98,0.95,0.91,2,1.340043461
0.82,0.98,0.95,0.92,1,0.781264258
0.82,0.98,0.95,0.92,2,1.320237124
0.82,0.98,0.95,0.93,1,0.779514105
0.82,0.98,0.95,0.93,2,1.309214738
0.82,0.98,0.95,0.94,1,0.777850083
0.82,0.98,0.95,0.94,2,1.302417996
0.82,0.98,0.95,0.95,1,0.776231287
0.82,0.98,0.95,0.95,2,1.298226704
0.82,0.98,0.95,0.96,1,0.774660586
0.82,0.98,0.95,0.96,2,1.295519446
0.82,0.98,0.95,0.97,1,0.773178079
0.82,0.98,0.95,0.97,2,1.293723607
0.82,0.98,0.95,0.98,1,0.77173653
0.82,0.98,0.95,0.98,2,1.292258608
0.82,0.98,0.95,0.99,1,0.77034226
0.82,0.98,0.95,0.99,2,1.290878956
0.82,0.98,0.95,1,1,0.768982187
0.82,0.98,0.95,1,2,1.289562377
0.82,0.98,0.96,0.9,1,0.785360236
0.82,0.98,0.96,0.9,2,1.372605923
0.82,0.98,0.96,0.91,1,0.783017169
0.82,0.98,0.96,0.91,2,1.339663536
0.82,0.98,0.96,0.92,1,0.781143128
0.82,0.98,0.96,0.92,2,1.319984817
0.82,0.98,0.96,0.93,1,0.779403374
0.82,0.98,0.96,0.93,2,1.309020769
0.82,0.98,0.96,0.94,1,0.777747474
0.82,0.98,0.96,0.94,2,1.302261895
0.82,0.98,0.96,0.95,1,0.776134802
0.82,0.98,0.96,0.95,2,1.298095586
0.82,0.98,0.96,0.96,1,0.774568497
0.82,0.98,0.96,0.96,2,1.295408071
0.82,0.98,0.96,0.97,1,0.77308895
0.82,0.98,0.96,0.97,2,1.293622165
0.82,0.98,0.96,0.98,1,0.771649236
0.82,0.98,0.96,0.98,2,1.292163369
0.82,0.98,0.96,0.99,1,0.770258386
0.82,0.98,0.96,0.99,2,1.290787502
0.82,0.98,0.96,1,1,0.768898479
0.82,0.98,0.96,1,2,1.28947321
0.82,0.98,0.97,0.9,1,0.785208509
0.82,0.98,0.97,0.9,2,1.372104093
0.82,0.98,0.97,0.91,1,0.782890024
0.82,0.98,0.97,0.91,2,1.339308906
0.82,0.98,0.97,0.92,1,0.781028122
0.82,0.98,0.97,0.92,2,1.319748441
0.82,0.98,0.97,0.93,1,0.779298064
0.82,0.98,0.97,0.93,2,1.30883852
0.82,0.98,0.97,0.94,1,0.77764972
0.82,0.98,0.97,0.94,2,1.302114818
0.82,0.98,0.97,0.95,1,0.776042718
0.82,0.98,0.97,0.95,2,1.297971719
0.82,0.98,0.97,0.96,1,0.774480445
0.82,0.98,0.97,0.96,2,1.295302571
0.82,0.98,0.97,0.97,1,0.773003574
0.82,0.98,0.97,0.97,2,1.293525841
0.82,0.98,0.97,0.98,1,0.771565478
0.82,0.98,0.97,0.98,2,1.292072729
0.82,0.98,0.97,0.99,1,0.770177702
0.82,0.98,0.97,0.99,2,1.290700292
0.82,0.98,0.97,1,1,0.768817882
0.82,0.98,0.97,1,2,1.289388048
0.82,0.98,0.98,0.9,1,0.785064785
0.82,0.98,0.98,0.9,2,1.371636605
0.82,0.98,0.98,0.91,1,0.782769421
0.82,0.98,0.98,0.91,2,1.33897753
0.82,0.98,0.98,0.92,1,0.780918849
0.82,0.98,0.98,0.92,2,1.319526852
0.82,0.98,0.98,0.93,1,0.779197836
0.82,0.98,0.98,0.93,2,1.308667207
0.82,0.98,0.98,0.94,1,0.777556525
0.82,0.98,0.98,0.94,2,1.301976196
0.82,0.98,0.98,0.95,1,0.77595477
0.82,0.98,0.98,0.95,2,1.297854664
0.82,0.98,0.98,0.96,1,0.774396193
0.82,0.98,0.98,0.96,2,1.29520259
0.82,0.98,0.98,0.97,1,0.772921731
0.82,0.98,0.98,0.97,2,1.293434328
0.82,0.98,0.98,0.98,1,0.771485055
0.82,0.98,0.98,0.98,2,1.291986413
0.82,0.98,0.98,0.99,1,0.770100028
0.82,0.98,0.98,0.99,2,1.290617075
0.82,0.98,0.98,1,1,0.768740219
0.82,0.98,0.98,1,2,1.289306653
0.82,0.98,0.99,0.9,1,0.784928529
0.82,0.98,0.99,0.9,2,1.371200518
0.82,0.98,0.99,0.91,1,0.78265492
0.82,0.98,0.99,0.91,2,1.338667525
0.82,0.98,0.99,0.92,1,0.780814934
0.82,0.98,0.99,0.92,2,1.319318974
0.82,0.98,0.99,0.93,1,0.779102369
0.82,0.98,0.99,0.93,2,1.308506084
0.82,0.98,0.99,0.94,1,0.777467607
0.82,0.98,0.99,0.94,2,1.301845482
0.82,0.98,0.99,0.95,1,0.77587071
0.82,0.98,0.99,0.95,2,1.297744001
0.82,0.98,0.99,0.96,1,0.774315516
0.82,0.98,0.99,0.96,2,1.295107788
0.82,0.98,0.99,0.97,1,0.772843218
0.82,0.98,0.99,0.97,2,1.293347335
0.82,0.98,0.99,0.98,1,0.771407774
0.82,0.98,0.99,0.98,2,1.291904161
0.82,0.98,0.99,0.99,1,0.770025193
0.82,0.98,0.99,0.99,2,1.29053761
0.82,0.98,0.99,1,1,0.768665327
0.82,0.98,0.99,1,2,1.289228799
0.82,0.98,1,0.9,1,0.784799237
0.82,0.98,1,0.9,2,1.370793158
0.82,0.98,1,0.91,1,0.782546106
0.82,0.98,1,0.91,2,1.338377162
0.82,0.98,1,0.92,1,0.780716023
0.82,0.98,1,0.92,2,1.319123803
0.82,0.98,1,0.93,1,0.779011356
0.82,0.98,1,0.93,2,1.308354446
0.82,0.98,1,0.94,1,0.777382699
0.82,0.98,1,0.94,2,1.301722159
0.82,0.98,1,0.95,1,0.775790299
0.82,0.98,1,0.95,2,1.297639327
0.82,0.98,1,0.96,1,0.774238198
0.82,0.98,1,0.96,2,1.295017839
0.82,0.98,1,0.97,1,0.772767838
0.82,0.98,1,0.97,2,1.293264583
0.82,0.98,1,0.98,1,0.771333454
0.82,0.98,1,0.98,2,1.291825726
0.82,0.98,1,0.99,1,0.769953036
0.82,0.98,1,0.99,2,1.290461671
0.82,0.98,1,1,1,0.768593049
0.82,0.98,1,1,2,1.289154274
0.82,0.99,0.9,0.9,1,0.78589649
0.82,0.99,0.9,0.9,2,1.37229937
0.82,0.99,0.9,0.91,1,0.783604911
0.82,0.99,0.9,0.91,2,1.339458659
0.82,0.99,0.9,0.92,1,0.781683558
0.82,0.99,0.9,0.92,2,1.32001819
0.82,0.99,0.9,0.93,1,0.779902795
0.82,0.99,0.9,0.93,2,1.309247069
0.82,0.99,0.9,0.94,1,0.778209463
0.82,0.99,0.9,0.94,2,1.302582838
0.82,0.99,0.9,0.95,1,0.776559899
0.82,0.99,0.9,0.95,2,1.298384215
0.82,0.99,0.9,0.96,1,0.774964559
0.82,0.99,0.9,0.96,2,1.295976519
0.82,0.99,0.9,0.97,1,0.773445713
0.82,0.99,0.9,0.97,2,1.294183139
0.82,0.99,0.9,0.98,1,0.772073526
0.82,0.99,0.9,0.98,2,1.292705496
0.82,0.99,0.9,0.99,1,0.770701825
0.82,0.99,0.9,0.99,2,1.291306902
0.82,0.99,0.9,1,1,0.769298633
0.82,0.99,0.9,1,2,1.289967851
0.82,0.99,0.91,0.9,1,0.785701827
0.82,0.99,0.91,0.9,2,1.371542638
0.82,0.99,0.91,0.91,1,0.783432368
0.82,0.99,0.91,0.91,2,1.338937325
0.82,0.99,0.91,0.92,1,0.78152869
0.82,0.99,0.91,0.92,2,1.319682113
0.82,0.99,0.91,0.93,1,0.779761926
0.82,0.99,0.91,0.93,2,1.30899267
0.82,0.99,0.91,0.94,1,0.778079496
0.82,0.99,0.91,0.94,2,1.302381251
0.82,0.99,0.91,0.95,1,0.776438187
0.82,0.99,0.91,0.95,2,1.298217111
0.82,0.99,0.91,0.96,1,0.774848857
0.82,0.99,0.91,0.96,2,1.295835996
0.82,0.99,0.91,0.97,1,0.77333416
0.82,0.99,0.91,0.97,2,1.294056315
0.82,0.99,0.91,0.98,1,0.77196873
0.82,0.99,0.91,0.98,2,1.292587322
0.82,0.99,0.91,0.99,1,0.770597964
0.82,0.99,0.91,0.99,2,1.29119409
0.82,0.99,0.91,1,1,0.769195123
0.82,0.99,0.91,1,2,1.289858325
0.82,0.99,0.92,0.9,1,0.785517937
0.82,0.99,0.92,0.9,2,1.370841719
0.82,0.99,0.92,0.91,1,0.783269056
0.82,0.99,0.92,0.91,2,1.338452107
0.82,0.99,0.92,0.92,1,0.78138185
0.82,0.99,0.92,0.92,2,1.319367301
0.82,0.99,0.92,0.93,1,0.779628144
0.82,0.99,0.92,0.93,2,1.308753414
0.82,0.99,0.92,0.94,1,0.777955873
0.82,0.99,0.92,0.94,2,1.302191034
0.82,0.99,0.92,0.95,1,0.776322236
0.82,0.99,0.92,0.95,2,1.29805899
0.82,0.99,0.92,0.96,1,0.774738454
0.82,0.99,0.92,0.96,2,1.29570273
0.82,0.99,0.92,0.97,1,0.77322755
0.82,0.99,0.92,0.97,2,1.293935791
0.82,0.99,0.92,0.98,1,0.77186832
0.82,0.99,0.92,0.98,2,1.292474812
0.82,0.99,0.92,0.99,1,0.77049834
0.82,0.99,0.92,0.99,2,1.291086522
0.82,0.99,0.92,1,1,0.769095754
0.82,0.99,0.92,1,2,1.289753766
0.82,0.99,0.93,0.9,1,0.785344189
0.82,0.99,0.93,0.9,2,1.37019193
0.82,0.99,0.93,0.91,1,0.783114451
0.82,0.99,0.93,0.91,2,1.338000243
0.82,0.99,0.93,0.92,1,0.781242594
0.82,0.99,0.93,0.92,2,1.319072403
0.82,0.99,0.93,0.93,1,0.779501063
0.82,0.99,0.93,0.93,2,1.308528429
0.82,0.99,0.93,0.94,1,0.777838253
0.82,0.99,0.93,0.94,2,1.302011576
0.82,0.99,0.93,0.95,1,0.776211733
0.82,0.99,0.93,0.95,2,1.297909394
0.82,0.99,0.93,0.96,1,0.774633065
0.82,0.99,0.93,0.96,2,1.295576352
0.82,0.99,0.93,0.97,1,0.773125616
0.82,0.99,0.93,0.97,2,1.293821246
0.82,0.99,0.93,0.98,1,0.771772059
0.82,0.99,0.93,0.98,2,1.292367673
0.82,0.99,0.93,0.99,1,0.770402725
0.82,0.99,0.93,0.99,2,1.29098392
0.82,0.99,0.93,1,1,0.769000302
0.82,0.99,0.93,1,2,1.289653906
0.82,0.99,0.94,0.9,1,0.785179968
0.82,0.99,0.94,0.9,2,1.369588961
0.82,0.99,0.94,0.91,1,0.782968042
0.82,0.99,0.94,0.91,2,1.337579159
0.82,0.99,0.94,0.92,1,0.78111049
0.82,0.99,0.94,0.92,2,1.31879612
0.82,0.99,0.94,0.93,1,0.779380308
0.82,0.99,0.94,0.93,2,1.308316866
0.82,0.99,0.94,0.94,1,0.777726303
0.82,0.99,0.94,0.94,2,1.301842286
0.82,0.99,0.94,0.95,1,0.776106379
0.82,0.99,0.94,0.95,2,1.297767874
0.82,0.99,0.94,0.96,1,0.774532413
0.82,0.99,0.94,0.96,2,1.295456503
0.82,0.99,0.94,0.97,1,0.773028099
0.82,0.99,0.94,0.97,2,1.293712367
0.82,0.99,0.94,0.98,1,0.771679722
0.82,0.99,0.94,0.98,2,1.29226562
0.82,0.99,0.94,0.99,1,0.7703109
0.82,0.99,0.94,0.99,2,1.290886016
0.82,0.99,0.94,1,1,0.768908555
0.82,0.99,0.94,1,2,1.289558487
0.82,0.99,0.95,0.9,1,0.785024679
0.82,0.99,0.95,0.9,2,1.369028851
0.82,0.99,0.95,0.91,1,0.782829335
0.82,0.99,0.95,0.91,2,1.337186452
0.82,0.99,0.95,0.92,1,0.780985116
0.82,0.99,0.95,0.92,2,1.318537214
0.82,0.99,0.95,0.93,1,0.779265513
0.82,0.99,0.95,0.93,2,1.308117907
0.82,0.99,0.95,0.94,1,0.7776197
0.82,0.99,0.95,0.94,2,1.301682584
0.82,0.99,0.95,0.95,1,0.776005885
0.82,0.99,0.95,0.95,2,1.297633992
0.82,0.99,0.95,0.96,1,0.774436233
0.82,0.99,0.95,0.96,2,1.29534283
0.82,0.99,0.95,0.97,1,0.772934755
0.82,0.99,0.95,0.97,2,1.293608849
0.82,0.99,0.95,0.98,1,0.771591091
0.82,0.99,0.95,0.98,2,1.292168377
0.82,0.99,0.95,0.99,1,0.770222657
0.82,0.99,0.95,0.99,2,1.29079255
0.82,0.99,0.95,1,1,0.768820309
0.82,0.99,0.95,1,2,1.28946726
0.82,0.99,0.96,0.9,1,0.784877748
0.82,0.99,0.96,0.9,2,1.368507962
0.82,0.99,0.96,0.91,1,0.782697851
0.82,0.99,0.96,0.91,2,1.336819892
0.82,0.99,0.96,0.92,1,0.780866067
0.82,0.99,0.96,0.92,2,1.318294504
0.82,0.99,0.96,0.93,1,0.779156327
0.82,0.99,0.96,0.93,2,1.307930764
0.82,0.99,0.96,0.94,1,0.777518135
0.82,0.99,0.96,0.94,2,1.30153191
0.82,0.99,0.96,0.95,1,0.775909971
0.82,0.99,0.96,0.95,2,1.297507322
0.82,0.99,0.96,0.96,1,0.774344273
0.82,0.99,0.96,0.96,2,1.295234989
0.82,0.99,0.96,0.97,1,0.772845348
0.82,0.99,0.96,0.97,2,1.293510397
0.82,0.99,0.96,0.98,1,0.771505959
0.82,0.99,0.96,0.98,2,1.292075674
0.82,0.99,0.96,0.99,1,0.770137796
0.82,0.99,0.96,0.99,2,1.290703273
0.82,0.99,0.96,1,1,0.768735372
0.82,0.99,0.96,1,2,1.289379989
0.82,0.99,0.97,0.9,1,0.784738628
0.82,0.99,0.97,0.9,2,1.368022964
0.82,0.99,0.97,0.91,1,0.782573131
0.82,0.99,0.97,0.91,2,1.336477408
0.82,0.99,0.97,0.92,1,0.78075295
0.82,0.99,0.97,0.92,2,1.318066867
0.82,0.99,0.97,0.93,1,0.779052411
0.82,0.99,0.97,0.93,2,1.30775468
