Delta.M1,Delta.Inter,Delta.COV,Delta.gravi,Ord.M1,Error
0.95,0.91,0.9,0.95,2,1.117898518
0.95,0.91,0.9,0.96,1,0.718370855
0.95,0.91,0.9,0.96,2,1.116209994
0.95,0.91,0.9,0.97,1,0.716954967
0.95,0.91,0.9,0.97,2,1.11445204
0.95,0.91,0.9,0.98,1,0.715502195
0.95,0.91,0.9,0.98,2,1.112724054
0.95,0.91,0.9,0.99,1,0.714013325
0.95,0.91,0.9,0.99,2,1.110939901
0.95,0.91,0.9,1,1,0.712566089
0.95,0.91,0.9,1,2,1.109128521
0.95,0.91,0.91,0.9,1,0.725505349
0.95,0.91,0.91,0.9,2,1.125799519
0.95,0.91,0.91,0.91,1,0.724335438
0.95,0.91,0.91,0.91,2,1.124164199
0.95,0.91,0.91,0.92,1,0.723119489
0.95,0.91,0.91,0.92,2,1.122556615
0.95,0.91,0.91,0.93,1,0.721940611
0.95,0.91,0.91,0.93,2,1.120998414
0.95,0.91,0.91,0.94,1,0.720798237
0.95,0.91,0.91,0.94,2,1.119406049
0.95,0.91,0.91,0.95,1,0.719577777
0.95,0.91,0.91,0.95,2,1.117786475
0.95,0.91,0.91,0.96,1,0.718265219
0.95,0.91,0.91,0.96,2,1.116102206
0.95,0.91,0.91,0.97,1,0.716849486
0.95,0.91,0.91,0.97,2,1.114347437
0.95,0.91,0.91,0.98,1,0.715396614
0.95,0.91,0.91,0.98,2,1.112621677
0.95,0.91,0.91,0.99,1,0.713907383
0.95,0.91,0.91,0.99,2,1.110838944
0.95,0.91,0.91,1,1,0.712459471
0.95,0.91,0.91,1,2,1.109028359
0.95,0.91,0.92,0.9,1,0.725390865
0.95,0.91,0.92,0.9,2,1.125656296
0.95,0.91,0.92,0.91,1,0.724223652
0.95,0.91,0.92,0.91,2,1.124030839
0.95,0.91,0.92,0.92,1,0.723009991
0.95,0.91,0.92,0.92,2,1.122431758
0.95,0.91,0.92,0.93,1,0.721837645
0.95,0.91,0.92,0.93,2,1.12088081
0.95,0.91,0.92,0.94,1,0.72069615
0.95,0.91,0.92,0.94,2,1.119294523
0.95,0.91,0.92,0.95,1,0.719476268
0.95,0.91,0.92,0.95,2,1.117679901
0.95,0.91,0.92,0.96,1,0.718164007
0.95,0.91,0.92,0.96,2,1.115999509
0.95,0.91,0.92,0.97,1,0.716748313
0.95,0.91,0.92,0.97,2,1.114247615
0.95,0.91,0.92,0.98,1,0.715295243
0.95,0.91,0.92,0.98,2,1.112523839
0.95,0.91,0.92,0.99,1,0.713805573
0.95,0.91,0.92,0.99,2,1.110742344
0.95,0.91,0.92,1,1,0.712356938
0.95,0.91,0.92,1,2,1.108932421
0.95,0.91,0.93,0.9,1,0.725281838
0.95,0.91,0.93,0.9,2,1.125521006
0.95,0.91,0.93,0.91,1,0.724117109
0.95,0.91,0.93,0.91,2,1.123904695
0.95,0.91,0.93,0.92,1,0.72290554
0.95,0.91,0.93,0.92,2,1.12231349
0.95,0.91,0.93,0.93,1,0.721739234
0.95,0.91,0.93,0.93,2,1.120769247
0.95,0.91,0.93,0.94,1,0.720598484
0.95,0.91,0.93,0.94,2,1.119188558
0.95,0.91,0.93,0.95,1,0.719379055
0.95,0.91,0.93,0.95,2,1.117578473
0.95,0.91,0.93,0.96,1,0.718066975
0.95,0.91,0.93,0.96,2,1.115901605
0.95,0.91,0.93,0.97,1,0.716651214
0.95,0.91,0.93,0.97,2,1.114152296
0.95,0.91,0.93,0.98,1,0.715197853
0.95,0.91,0.93,0.98,2,1.112430276
0.95,0.91,0.93,0.99,1,0.713707673
0.95,0.91,0.93,0.99,2,1.110649849
0.95,0.91,0.93,1,1,0.712258271
0.95,0.91,0.93,1,2,1.108840465
0.95,0.91,0.94,0.9,1,0.725177951
0.95,0.91,0.94,0.9,2,1.125393139
0.95,0.91,0.94,0.91,1,0.724015506
0.95,0.91,0.94,0.91,2,1.123785311
0.95,0.91,0.94,0.92,1,0.722805847
0.95,0.91,0.94,0.92,2,1.122201403
0.95,0.91,0.94,0.93,1,0.721645119
0.95,0.91,0.94,0.93,2,1.120663357
0.95,0.91,0.94,0.94,1,0.720504989
0.95,0.91,0.94,0.94,2,1.11908782
0.95,0.91,0.94,0.95,1,0.719285896
0.95,0.91,0.94,0.95,2,1.117481882
0.95,0.91,0.94,0.96,1,0.717973889
0.95,0.91,0.94,0.96,2,1.115808207
0.95,0.91,0.94,0.97,1,0.716557963
0.95,0.91,0.94,0.97,2,1.114061212
0.95,0.91,0.94,0.98,1,0.715104226
0.95,0.91,0.94,0.98,2,1.112340736
0.95,0.91,0.94,0.99,1,0.71361347
0.95,0.91,0.94,0.99,2,1.110561218
0.95,0.91,0.94,1,1,0.712163263
0.95,0.91,0.94,1,2,1.108752258
0.95,0.91,0.95,0.9,1,0.725078902
0.95,0.91,0.95,0.9,2,1.125272208
0.95,0.91,0.95,0.91,1,0.723918552
0.95,0.91,0.95,0.91,2,1.123672251
0.95,0.91,0.95,0.92,1,0.722710632
0.95,0.91,0.95,0.92,2,1.122095104
0.95,0.91,0.95,0.93,1,0.721555049
0.95,0.91,0.95,0.93,2,1.120562784
0.95,0.91,0.95,0.94,1,0.720415424
0.95,0.91,0.95,0.94,2,1.118991984
0.95,0.91,0.95,0.95,1,0.719196561
0.95,0.91,0.95,0.95,2,1.117389833
0.95,0.91,0.95,0.96,1,0.717884527
0.95,0.91,0.95,0.96,2,1.115719044
0.95,0.91,0.95,0.97,1,0.716468345
0.95,0.91,0.95,0.97,2,1.113974112
0.95,0.91,0.95,0.98,1,0.715014154
0.95,0.91,0.95,0.98,2,1.112254982
0.95,0.91,0.95,0.99,1,0.713522763
0.95,0.91,0.95,0.99,2,1.110476224
0.95,0.91,0.95,1,1,0.712071718
0.95,0.91,0.95,1,2,1.108667582
0.95,0.91,0.96,0.9,1,0.724984397
0.95,0.91,0.96,0.9,2,1.125157745
0.95,0.91,0.96,0.91,1,0.723825968
0.95,0.91,0.96,0.91,2,1.123565097
0.95,0.91,0.96,0.92,1,0.722619628
0.95,0.91,0.96,0.92,2,1.121994218
0.95,0.91,0.96,0.93,1,0.721468787
0.95,0.91,0.96,0.93,2,1.120467188
0.95,0.91,0.96,0.94,1,0.720329559
0.95,0.91,0.96,0.94,2,1.118900743
0.95,0.91,0.96,0.95,1,0.719110827
0.95,0.91,0.96,0.95,2,1.117302045
0.95,0.91,0.96,0.96,1,0.717798677
0.95,0.91,0.96,0.96,2,1.115633858
0.95,0.91,0.96,0.97,1,0.716382156
0.95,0.91,0.96,0.97,2,1.113890754
0.95,0.91,0.96,0.98,1,0.71492744
0.95,0.91,0.96,0.98,2,1.112172787
0.95,0.91,0.96,0.99,1,0.713435362
0.95,0.91,0.96,0.99,2,1.110394654
0.95,0.91,0.96,1,1,0.711983447
0.95,0.91,0.96,1,2,1.108586231
0.95,0.91,0.97,0.9,1,0.724894157
0.95,0.91,0.97,0.9,2,1.125049305
0.95,0.91,0.97,0.91,1,0.723737486
0.95,0.91,0.97,0.91,2,1.123463451
0.95,0.91,0.97,0.92,1,0.722532579
0.95,0.91,0.97,0.92,2,1.121898386
0.95,0.91,0.97,0.93,1,0.721386103
0.95,0.91,0.97,0.93,2,1.120376248
0.95,0.91,0.97,0.94,1,0.720247175
0.95,0.91,0.97,0.94,2,1.118813804
0.95,0.91,0.97,0.95,1,0.719028485
0.95,0.91,0.97,0.95,2,1.117218252
0.95,0.91,0.97,0.96,1,0.717716135
0.95,0.91,0.97,0.96,2,1.115552404
0.95,0.91,0.97,0.97,1,0.716299202
0.95,0.91,0.97,0.97,2,1.113810914
0.95,0.91,0.97,0.98,1,0.714843898
0.95,0.91,0.97,0.98,2,1.112093941
0.95,0.91,0.97,0.99,1,0.713351084
0.95,0.91,0.97,0.99,2,1.110316305
0.95,0.91,0.97,1,1,0.711898275
0.95,0.91,0.97,1,2,1.108508009
0.95,0.91,0.98,0.9,1,0.724807914
0.95,0.91,0.98,0.9,2,1.124946467
0.95,0.91,0.98,0.91,1,0.723652852
0.95,0.91,0.98,0.91,2,1.123366935
0.95,0.91,0.98,0.92,1,0.722449241
0.95,0.91,0.98,0.92,2,1.121807271
0.95,0.91,0.98,0.93,1,0.721306783
0.95,0.91,0.98,0.93,2,1.120289657
0.95,0.91,0.98,0.94,1,0.720168064
0.95,0.91,0.98,0.94,2,1.118730892
0.95,0.91,0.98,0.95,1,0.718949335
0.95,0.91,0.98,0.95,2,1.117138203
0.95,0.91,0.98,0.96,1,0.717636711
0.95,0.91,0.98,0.96,2,1.115474453
0.95,0.91,0.98,0.97,1,0.716219299
0.95,0.91,0.98,0.97,2,1.113734376
0.95,0.91,0.98,0.98,1,0.71476335
0.95,0.91,0.98,0.98,2,1.112018241
0.95,0.91,0.98,0.99,1,0.713269759
0.95,0.91,0.98,0.99,2,1.110240987
0.95,0.91,0.98,1,1,0.711816033
0.95,0.91,0.98,1,2,1.108432736
0.95,0.91,0.99,0.9,1,0.724725415
0.95,0.91,0.99,0.9,2,1.124848834
0.95,0.91,0.99,0.91,1,0.723571824
0.95,0.91,0.99,0.91,2,1.123275193
0.95,0.91,0.99,0.92,1,0.722369385
0.95,0.91,0.99,0.92,2,1.12172055
0.95,0.91,0.99,0.93,1,0.72123062
0.95,0.91,0.99,0.93,2,1.120207126
0.95,0.91,0.99,0.94,1,0.72009203
0.95,0.91,0.99,0.94,2,1.118651744
0.95,0.91,0.99,0.95,1,0.718873189
0.95,0.91,0.99,0.95,2,1.117061659
0.95,0.91,0.99,0.96,1,0.717560225
0.95,0.91,0.99,0.96,2,1.115399785
0.95,0.91,0.99,0.97,1,0.716142274
0.95,0.91,0.99,0.97,2,1.113660941
0.95,0.91,0.99,0.98,1,0.714685631
0.95,0.91,0.99,0.98,2,1.111945502
0.95,0.91,0.99,0.99,1,0.713191226
0.95,0.91,0.99,0.99,2,1.110168522
0.95,0.91,0.99,1,1,0.711736566
0.95,0.91,0.99,1,2,1.10836024
0.95,0.91,1,0.9,1,0.724646421
0.95,0.91,1,0.9,2,1.124756033
0.95,0.91,1,0.91,1,0.723494175
0.95,0.91,1,0.91,2,1.123187891
0.95,0.91,1,0.92,1,0.722292794
0.95,0.91,1,0.92,2,1.121637923
0.95,0.91,1,0.93,1,0.721157421
0.95,0.91,1,0.93,2,1.120128383
0.95,0.91,1,0.94,1,0.720018888
0.95,0.91,1,0.94,2,1.118576114
0.95,0.91,1,0.95,1,0.718799869
0.95,0.91,1,0.95,2,1.116988397
0.95,0.91,1,0.96,1,0.717486506
0.95,0.91,1,0.96,2,1.115328198
0.95,0.91,1,0.97,1,0.716067964
0.95,0.91,1,0.97,2,1.11359042
0.95,0.91,1,0.98,1,0.714610583
0.95,0.91,1,0.98,2,1.111875545
0.95,0.91,1,0.99,1,0.713115333
0.95,0.91,1,0.99,2,1.110098743
0.95,0.91,1,1,1,0.711659723
0.95,0.91,1,1,2,1.10829036
0.95,0.92,0.9,0.9,1,0.725231492
0.95,0.92,0.9,0.9,2,1.125231283
0.95,0.92,0.9,0.91,1,0.724074245
0.95,0.92,0.9,0.91,2,1.123678099
0.95,0.92,0.9,0.92,1,0.722919457
0.95,0.92,0.9,0.92,2,1.122137252
0.95,0.92,0.9,0.93,1,0.721805291
0.95,0.92,0.9,0.93,2,1.120631168
0.95,0.92,0.9,0.94,1,0.720655067
0.95,0.92,0.9,0.94,2,1.119104685
0.95,0.92,0.9,0.95,1,0.719420747
0.95,0.92,0.9,0.95,2,1.117518519
0.95,0.92,0.9,0.96,1,0.718095173
0.95,0.92,0.9,0.96,2,1.115854954
0.95,0.92,0.9,0.97,1,0.716668989
0.95,0.92,0.9,0.97,2,1.114110246
0.95,0.92,0.9,0.98,1,0.715209683
0.95,0.92,0.9,0.98,2,1.112386138
0.95,0.92,0.9,0.99,1,0.713718583
0.95,0.92,0.9,0.99,2,1.110598653
0.95,0.92,0.9,1,1,0.712272728
0.95,0.92,0.9,1,2,1.108778812
0.95,0.92,0.91,0.9,1,0.725112236
0.95,0.92,0.91,0.9,2,1.125087214
0.95,0.92,0.91,0.91,1,0.723957402
0.95,0.92,0.91,0.91,2,1.12354321
0.95,0.92,0.91,0.92,1,0.722810117
0.95,0.92,0.91,0.92,2,1.122010272
0.95,0.92,0.91,0.93,1,0.721696977
0.95,0.92,0.91,0.93,2,1.120510939
0.95,0.92,0.91,0.94,1,0.720547496
0.95,0.92,0.91,0.94,2,1.11899012
0.95,0.92,0.91,0.95,1,0.719313654
0.95,0.92,0.91,0.95,2,1.117408582
0.95,0.92,0.91,0.96,1,0.717988314
0.95,0.92,0.91,0.96,2,1.11574865
0.95,0.92,0.91,0.97,1,0.716562135
0.95,0.92,0.91,0.97,2,1.114006638
0.95,0.92,0.91,0.98,1,0.715102619
0.95,0.92,0.91,0.98,2,1.112284381
0.95,0.92,0.91,0.99,1,0.713611078
0.95,0.92,0.91,0.99,2,1.110498026
0.95,0.92,0.91,1,1,0.712164482
0.95,0.92,0.91,1,2,1.10867875
0.95,0.92,0.92,0.9,1,0.724998649
0.95,0.92,0.92,0.9,2,1.12495094
0.95,0.92,0.92,0.91,1,0.723846037
0.95,0.92,0.92,0.91,2,1.123415463
0.95,0.92,0.92,0.92,1,0.722705726
0.95,0.92,0.92,0.92,2,1.121889862
0.95,0.92,0.92,0.93,1,0.721593483
0.95,0.92,0.92,0.93,2,1.120396774
0.95,0.92,0.92,0.94,1,0.720444624
0.95,0.92,0.92,0.94,2,1.118881174
0.95,0.92,0.92,0.95,1,0.719211144
0.95,0.92,0.92,0.95,2,1.117303872
0.95,0.92,0.92,0.96,1,0.717885922
0.95,0.92,0.92,0.96,2,1.115647236
0.95,0.92,0.92,0.97,1,0.71645964
0.95,0.92,0.92,0.97,2,1.113907643
0.95,0.92,0.92,0.98,1,0.714999816
0.95,0.92,0.92,0.98,2,1.112187019
0.95,0.92,0.92,0.99,1,0.713507756
0.95,0.92,0.92,0.99,2,1.110401634
0.95,0.92,0.92,1,1,0.712060371
0.95,0.92,0.92,1,2,1.10858281
0.95,0.92,0.93,0.9,1,0.724890415
0.95,0.92,0.93,0.9,2,1.124821995
0.95,0.92,0.93,0.91,1,0.723739847
0.95,0.92,0.93,0.91,2,1.123294434
0.95,0.92,0.93,0.92,1,0.722606013
0.95,0.92,0.93,0.92,2,1.121775634
0.95,0.92,0.93,0.93,1,0.721494546
0.95,0.92,0.93,0.93,2,1.120288319
0.95,0.92,0.93,0.94,1,0.720346194
0.95,0.92,0.93,0.94,2,1.11877752
0.95,0.92,0.93,0.95,1,0.719112966
0.95,0.92,0.93,0.95,2,1.117204086
0.95,0.92,0.93,0.96,1,0.717787756
0.95,0.92,0.93,0.96,2,1.11555043
0.95,0.92,0.93,0.97,1,0.716361269
0.95,0.92,0.93,0.97,2,1.113812995
0.95,0.92,0.93,0.98,1,0.714901046
0.95,0.92,0.93,0.98,2,1.1120938
0.95,0.92,0.93,0.99,1,0.713408395
0.95,0.92,0.93,0.99,2,1.110309235
0.95,0.92,0.93,1,1,0.711960178
0.95,0.92,0.93,1,2,1.108490758
0.95,0.92,0.94,0.9,1,0.724787229
0.95,0.92,0.94,0.9,2,1.124699923
0.95,0.92,0.94,0.91,1,0.723638536
0.95,0.92,0.94,0.91,2,1.123179712
0.95,0.92,0.94,0.92,1,0.722510714
0.95,0.92,0.94,0.92,2,1.121667216
0.95,0.92,0.94,0.93,1,0.721399908
0.95,0.92,0.94,0.93,2,1.120185233
0.95,0.92,0.94,0.94,1,0.720251957
0.95,0.92,0.94,0.94,2,1.118678844
0.95,0.92,0.94,0.95,1,0.719018879
0.95,0.92,0.94,0.95,2,1.117108934
0.95,0.92,0.94,0.96,1,0.717693582
0.95,0.92,0.94,0.96,2,1.115457963
0.95,0.92,0.94,0.97,1,0.716266796
0.95,0.92,0.94,0.97,2,1.113722442
0.95,0.92,0.94,0.98,1,0.714806091
0.95,0.92,0.94,0.98,2,1.112004485
0.95,0.92,0.94,0.99,1,0.713312783
0.95,0.92,0.94,0.99,2,1.110220598
0.95,0.92,0.94,1,1,0.711863694
0.95,0.92,0.94,1,2,1.10840237
0.95,0.92,0.95,0.9,1,0.724688794
0.95,0.92,0.95,0.9,2,1.124584287
0.95,0.92,0.95,0.91,1,0.723541818
0.95,0.92,0.95,0.91,2,1.123070901
0.95,0.92,0.95,0.92,1,0.722419572
0.95,0.92,0.95,0.92,2,1.121564247
0.95,0.92,0.95,0.93,1,0.721309322
0.95,0.92,0.95,0.93,2,1.120087188
0.95,0.92,0.95,0.94,1,0.720161673
0.95,0.92,0.95,0.94,2,1.118584845
0.95,0.92,0.95,0.95,1,0.71892865
0.95,0.92,0.95,0.95,2,1.11701814
0.95,0.92,0.95,0.96,1,0.717603177
0.95,0.92,0.95,0.96,2,1.115369578
0.95,0.92,0.95,0.97,1,0.716176007
0.95,0.92,0.95,0.97,2,1.113635743
0.95,0.92,0.95,0.98,1,0.714714743
0.95,0.92,0.95,0.98,2,1.111918846
0.95,0.92,0.95,0.99,1,0.713220718
0.95,0.92,0.95,0.99,2,1.110135507
0.95,0.92,0.95,1,1,0.711770724
0.95,0.92,0.95,1,2,1.108317436
0.95,0.92,0.96,0.9,1,0.724594827
0.95,0.92,0.96,0.9,2,1.124474667
0.95,0.92,0.96,0.91,1,0.72344942
0.95,0.92,0.96,0.91,2,1.122967622
0.95,0.92,0.96,0.92,1,0.722332342
0.95,0.92,0.96,0.92,2,1.121466383
0.95,0.92,0.96,0.93,1,0.72122255
0.95,0.92,0.96,0.93,2,1.119993869
0.95,0.92,0.96,0.94,1,0.720075112
0.95,0.92,0.96,0.94,2,1.118495236
0.95,0.92,0.96,0.95,1,0.718842059
0.95,0.92,0.96,0.95,2,1.116931439
0.95,0.92,0.96,0.96,1,0.717516327
0.95,0.92,0.96,0.96,2,1.115285031
0.95,0.92,0.96,0.97,1,0.716088695
0.95,0.92,0.96,0.97,2,1.113552671
0.95,0.92,0.96,0.98,1,0.714626804
0.95,0.92,0.96,0.98,2,1.111836669
0.95,0.92,0.96,0.99,1,0.713132009
0.95,0.92,0.96,0.99,2,1.110053755
0.95,0.92,0.96,1,1,0.711681079
0.95,0.92,0.96,1,2,1.108235757
0.95,0.92,0.97,0.9,1,0.724505053
0.95,0.92,0.97,0.9,2,1.124370661
0.95,0.92,0.97,0.91,1,0.723361079
0.95,0.92,0.97,0.91,2,1.122869512
0.95,0.92,0.97,0.92,1,0.72224879
0.95,0.92,0.97,0.92,2,1.121373296
0.95,0.92,0.97,0.93,1,0.721139365
0.95,0.92,0.97,0.93,2,1.119904977
0.95,0.92,0.97,0.94,1,0.719992055
0.95,0.92,0.97,0.94,2,1.118409744
0.95,0.92,0.97,0.95,1,0.718758895
0.95,0.92,0.97,0.95,2,1.116848581
0.95,0.92,0.97,0.96,1,0.71743283
0.95,0.92,0.97,0.96,2,1.115204091
0.95,0.92,0.97,0.97,1,0.716004666
0.95,0.92,0.97,0.97,2,1.11347301
0.95,0.92,0.97,0.98,1,0.714542086
0.95,0.92,0.97,0.98,2,1.111757751
0.95,0.92,0.97,0.99,1,0.713046474
0.95,0.92,0.97,0.99,2,1.109975151
0.95,0.92,0.97,1,1,0.711594581
0.95,0.92,0.97,1,2,1.108157146
0.95,0.92,0.98,0.9,1,0.724419211
0.95,0.92,0.98,0.9,2,1.124271887
0.95,0.92,0.98,0.91,1,0.723276543
0.95,0.92,0.98,0.91,2,1.122776227
0.95,0.92,0.98,0.92,1,0.72216869
0.95,0.92,0.98,0.92,2,1.121284672
0.95,0.92,0.98,0.93,1,0.721059551
0.95,0.92,0.98,0.93,2,1.119820229
0.95,0.92,0.98,0.94,1,0.719912295
0.95,0.92,0.98,0.94,2,1.11832811
0.95,0.92,0.98,0.95,1,0.718678957
0.95,0.92,0.98,0.95,2,1.116769329
0.95,0.92,0.98,0.96,1,0.717352492
0.95,0.92,0.98,0.96,2,1.115126539
0.95,0.92,0.98,0.97,1,0.715923736
0.95,0.92,0.98,0.97,2,1.113396558
0.95,0.92,0.98,0.98,1,0.714460412
0.95,0.92,0.98,0.98,2,1.1116819
0.95,0.92,0.98,0.99,1,0.712963941
0.95,0.92,0.98,0.99,2,1.10989951
0.95,0.92,0.98,1,1,0.711511064
0.95,0.92,0.98,1,2,1.108081429
0.95,0.92,0.99,0.9,1,0.724337054
0.95,0.92,0.99,0.9,2,1.124177984
0.95,0.92,0.99,0.91,1,0.723195577
0.95,0.92,0.99,0.91,2,1.12268744
0.95,0.92,0.99,0.92,1,0.722091832
0.95,0.92,0.99,0.92,2,1.121200217
0.95,0.92,0.99,0.93,1,0.720982905
0.95,0.92,0.99,0.93,2,1.119739354
0.95,0.92,0.99,0.94,1,0.719835635
0.95,0.92,0.99,0.94,2,1.118250088
0.95,0.92,0.99,0.95,1,0.718602057
0.95,0.92,0.99,0.95,2,1.116693458
0.95,0.92,0.99,0.96,1,0.717275134
0.95,0.92,0.99,0.96,2,1.11505217
0.95,0.92,0.99,0.97,1,0.715845729
0.95,0.92,0.99,0.97,2,1.113323124
0.95,0.92,0.99,0.98,1,0.714381613
0.95,0.92,0.99,0.98,2,1.111608938
0.95,0.92,0.99,0.99,1,0.712884247
0.95,0.92,0.99,0.99,2,1.109826664
0.95,0.92,0.99,1,1,0.711430367
0.95,0.92,0.99,1,2,1.108008439
0.95,0.92,1,0.9,1,0.724258348
0.95,0.92,1,0.9,2,1.124088613
0.95,0.92,1,0.91,1,0.723117955
0.95,0.92,1,0.91,2,1.122602843
0.95,0.92,1,0.92,1,0.722018014
0.95,0.92,1,0.92,2,1.12111965
0.95,0.92,1,0.93,1,0.720909231
0.95,0.92,1,0.93,2,1.119662101
0.95,0.92,1,0.94,1,0.719761887
0.95,0.92,1,0.94,2,1.118175448
0.95,0.92,1,0.95,1,0.718528014
0.95,0.92,1,0.95,2,1.116620759
0.95,0.92,1,0.96,1,0.717200581
0.95,0.92,1,0.96,2,1.114980789
0.95,0.92,1,0.97,1,0.715770481
0.95,0.92,1,0.97,2,1.113252527
0.95,0.92,1,0.98,1,0.714305531
0.95,0.92,1,0.98,2,1.111538696
0.95,0.92,1,0.99,1,0.712807238
0.95,0.92,1,0.99,2,1.109756451
0.95,0.92,1,1,1,0.711352342
0.95,0.92,1,1,2,1.107938024
0.95,0.93,0.9,0.9,1,0.724835792
0.95,0.93,0.9,0.9,2,1.124601336
0.95,0.93,0.9,0.91,1,0.723752288
0.95,0.93,0.9,0.91,2,1.12311964
0.95,0.93,0.9,0.92,1,0.722657604
0.95,0.93,0.9,0.92,2,1.121636366
0.95,0.93,0.9,0.93,1,0.721541076
0.95,0.93,0.9,0.93,2,1.120194016
0.95,0.93,0.9,0.94,1,0.72037747
0.95,0.93,0.9,0.94,2,1.118711572
0.95,0.93,0.9,0.95,1,0.719129462
0.95,0.93,0.9,0.95,2,1.117150436
0.95,0.93,0.9,0.96,1,0.717791563
0.95,0.93,0.9,0.96,2,1.115499698
0.95,0.93,0.9,0.97,1,0.716356319
0.95,0.93,0.9,0.97,2,1.113757989
0.95,0.93,0.9,0.98,1,0.714892894
0.95,0.93,0.9,0.98,2,1.112029788
0.95,0.93,0.9,0.99,1,0.713403254
0.95,0.93,0.9,0.99,2,1.110233438
0.95,0.93,0.9,1,1,0.71196354
0.95,0.93,0.9,1,2,1.108404519
0.95,0.93,0.91,0.9,1,0.724716988
0.95,0.93,0.91,0.9,2,1.124463094
0.95,0.93,0.91,0.91,1,0.723641341
0.95,0.93,0.91,0.91,2,1.122989373
0.95,0.93,0.91,0.92,1,0.722547644
0.95,0.93,0.91,0.92,2,1.121512957
0.95,0.93,0.91,0.93,1,0.721431846
0.95,0.93,0.91,0.93,2,1.120076448
0.95,0.93,0.91,0.94,1,0.720268731
0.95,0.93,0.91,0.94,2,1.118598896
0.95,0.93,0.91,0.95,1,0.719020987
0.95,0.93,0.91,0.95,2,1.117041751
0.95,0.93,0.91,0.96,1,0.717683143
0.95,0.93,0.91,0.96,2,1.115394139
0.95,0.93,0.91,0.97,1,0.716247764
0.95,0.93,0.91,0.97,2,1.113654741
0.95,0.93,0.91,0.98,1,0.714784029
0.95,0.93,0.91,0.98,2,1.111928106
0.95,0.93,0.91,0.99,1,0.713293883
0.95,0.93,0.91,0.99,2,1.110132676
0.95,0.93,0.91,1,1,0.71185338
0.95,0.93,0.91,1,2,1.108306474
0.95,0.93,0.92,0.9,1,0.724603775
0.95,0.93,0.92,0.9,2,1.124332126
0.95,0.93,0.92,0.91,1,0.723535456
0.95,0.93,0.92,0.91,2,1.122865824
0.95,0.93,0.92,0.92,1,0.722442634
0.95,0.93,0.92,0.92,2,1.121395774
0.95,0.93,0.92,0.93,1,0.72132746
0.95,0.93,0.92,0.93,2,1.119964669
0.95,0.93,0.92,0.94,1,0.720164731
0.95,0.93,0.92,0.94,2,1.11849162
0.95,0.93,0.92,0.95,1,0.718917147
0.95,0.93,0.92,0.95,2,1.116938117
0.95,0.93,0.92,0.96,1,0.717579252
0.95,0.93,0.92,0.96,2,1.115293327
0.95,0.93,0.92,0.97,1,0.716143634
0.95,0.93,0.92,0.97,2,1.113555986
0.95,0.93,0.92,0.98,1,0.714679491
0.95,0.93,0.92,0.98,2,1.111830718
0.95,0.93,0.92,0.99,1,0.713188757
0.95,0.93,0.92,0.99,2,1.110036063
0.95,0.93,0.92,1,1,0.711747414
0.95,0.93,0.92,1,2,1.108212291
0.95,0.93,0.93,0.9,1,0.724495846
0.95,0.93,0.93,0.9,2,1.124208011
0.95,0.93,0.93,0.91,1,0.72343436
0.95,0.93,0.93,0.91,2,1.122748605
0.95,0.93,0.93,0.92,1,0.722342304
0.95,0.93,0.93,0.92,2,1.12128446
0.95,0.93,0.93,0.93,1,0.721227654
0.95,0.93,0.93,0.93,2,1.119858349
0.95,0.93,0.93,0.94,1,0.720065214
0.95,0.93,0.93,0.94,2,1.118389434
0.95,0.93,0.93,0.95,1,0.718817693
0.95,0.93,0.93,0.95,2,1.116839245
0.95,0.93,0.93,0.96,1,0.717479648
0.95,0.93,0.93,0.96,2,1.115196992
0.95,0.93,0.93,0.97,1,0.716043693
0.95,0.93,0.93,0.97,2,1.113461468
0.95,0.93,0.93,0.98,1,0.714579051
0.95,0.93,0.93,0.98,2,1.11173738
0.95,0.93,0.93,0.99,1,0.713087655
0.95,0.93,0.93,0.99,2,1.109943365
0.95,0.93,0.93,1,1,0.711645426
0.95,0.93,0.93,1,2,1.108121754
0.95,0.93,0.94,0.9,1,0.724392903
0.95,0.93,0.94,0.9,2,1.124090337
0.95,0.93,0.94,0.91,1,0.723337785
0.95,0.93,0.94,0.91,2,1.122637339
0.95,0.93,0.94,0.92,1,0.722246395
0.95,0.93,0.94,0.92,2,1.121178669
0.95,0.93,0.94,0.93,1,0.721132173
0.95,0.93,0.94,0.93,2,1.119757168
0.95,0.93,0.94,0.94,1,0.719969933
0.95,0.93,0.94,0.94,2,1.118292043
0.95,0.93,0.94,0.95,1,0.718722384
0.95,0.93,0.94,0.95,2,1.116744861
0.95,0.93,0.94,0.96,1,0.7173841
0.95,0.93,0.94,0.96,2,1.115104876
0.95,0.93,0.94,0.97,1,0.715947717
0.95,0.93,0.94,0.97,2,1.113370946
0.95,0.93,0.94,0.98,1,0.714482492
0.95,0.93,0.94,0.98,2,1.111647862
0.95,0.93,0.94,0.99,1,0.712990366
0.95,0.93,0.94,0.99,2,1.109854358
0.95,0.93,0.94,1,1,0.711547209
0.95,0.93,0.94,1,2,1.108034658
0.95,0.93,0.95,0.9,1,0.724294657
0.95,0.93,0.95,0.9,2,1.123978707
0.95,0.93,0.95,0.91,1,0.723245469
0.95,0.93,0.95,0.91,2,1.122531664
0.95,0.93,0.95,0.92,1,0.722154651
0.95,0.93,0.95,0.92,2,1.121078067
