"Ganul";"Delta.M1";"Delta.Inter";"Delta.COV";"Indic_COVID";"Usa_Vel";"MSE"
1;1;0,81;0,87;8;0;76,8691021074752
1;0,89;0,99;0,99;8;0;76,8693167923523
1;1;0,84;0,82;8;0;76,8696043083819
1;0,98;0,81;1;8;0;76,8698523003282
1;0,89;1;0,91;8;0;76,8698585790727
1;0,9;0,98;0,98;8;0;76,8707844567885
1;0,97;0,9;0,98;8;0;76,8708803628693
1;0,97;0,89;0,91;8;0;76,8722777019514
1;0,98;0,89;0,92;8;0;76,8726763456519
1;0,97;0,85;0,9;8;0;76,8734653901749
1;0,95;0,91;0,98;8;0;76,8739616314281
1;0,91;0,98;0,94;8;0;76,8743328476762
1;0,99;0,84;0,84;8;0;76,8744100765585
1;1;0,86;0,82;8;0;76,8744425400008
1;0,97;0,84;0,93;8;0;76,8744715819697
1;0,99;0,88;0,87;8;0;76,8748254967522
1;0,99;0,89;0,93;8;0;76,8748987828407
1;0,99;0,81;0,91;8;0;76,8773963892346
1;0,95;0,9;0,96;8;0;76,8777183783553
1;0,97;0,83;0,98;8;0;76,877724833744
1;0,92;0,97;1;8;0;76,8780720623042
1;0,96;0,88;0,91;8;0;76,8785068662677
1;0,98;0,84;0,87;8;0;76,87869348485
1;1;0,89;0,93;8;0;76,8790377983749
1;0,95;0,89;0,97;8;0;76,8796432759413
1;0,96;0,9;0,94;8;0;76,879647738638
1;0,96;0,86;0,95;8;0;76,8800021054878
1;0,91;1;0,93;8;0;76,8804043891111
1;0,98;0,82;0,93;8;0;76,8807171653407
1;0,91;0,97;0,98;8;0;76,8809631274603
1;0,89;0,99;0,98;8;0;76,8816954645264
1;0,97;0,86;0,88;8;0;76,8821750769723
1;0,97;0,9;0,97;8;0;76,8825580391975
1;0,96;0,87;0,92;8;0;76,8825628423223
1;0,98;0,86;0,85;8;0;76,8827233329657
1;0,99;0,8;0,96;8;0;76,8829459502078
1;0,98;0,81;0,99;8;0;76,8830391461397
1;1;0,8;0,9;8;0;76,883424957828
1;0,9;0,98;0,97;8;0;76,8839605234107
1;0,9;0,99;0,91;8;0;76,8841920472871
1;0,97;0,88;0,88;8;0;76,8845058057791
1;1;0,88;0,86;8;0;76,8847270180923
1;0,95;0,91;0,97;8;0;76,8862822071121
1;0,96;0,85;1;8;0;76,8864579373181
1;0,96;0,89;0,91;8;0;76,8868344053751
1;0,91;0,99;0,92;8;0;76,8870823445894
1;0,99;0,85;0,83;8;0;76,887781722646
1;0,98;0,88;0,87;8;0;76,888343551591
1;0,92;0,96;1;8;0;76,8884457565585
1;0,92;0,97;0,99;8;0;76,8885809033268
1;0,98;0,83;0,89;8;0;76,8886770734792
1;1;0,87;0,83;8;0;76,8890622832505
1;0,88;1;1;8;0;76,8900671325353
1;0,99;0,83;0,85;8;0;76,890172331453
1;0,9;1;0,88;8;0;76,8903520826538
1;0,99;0,87;0,84;8;0;76,8908709378334
1;0,95;0,88;1;8;0;76,8909048345809
1;0,99;0,86;0,83;8;0;76,8909408444285
1;0,98;0,89;0,91;8;0;76,8916453819387
1;0,91;0,98;0,93;8;0;76,8918732570134
1;0,99;0,89;0,92;8;0;76,8920739498424
1;0,97;0,83;0,97;8;0;76,8923999918525
1;0,95;0,9;0,95;8;0;76,8926498392391
1;1;0,82;0,84;8;0;76,8927906995336
1;0,89;1;0,9;8;0;76,8931130235272
1;0,97;0,89;0,9;8;0;76,8935255791152
1;0,95;0,89;0,96;8;0;76,8938102767929
1;0,91;0,97;0,97;8;0;76,8938620166737
1;0,89;0,99;0,97;8;0;76,8951216591648
1;0,97;0,9;0,96;8;0;76,8951866773132
1;0,97;0,87;0,87;8;0;76,8952812563693
1;0,97;0,84;0,92;8;0;76,8955239518505
1;1;0,89;0,92;8;0;76,8960970975514
1;0,96;0,9;0,93;8;0;76,8963930423132
1;0,99;0,82;0,87;8;0;76,8967967819745
1;0,98;0,81;0,98;8;0;76,8972630396217
1;0,96;0,86;0,94;8;0;76,8974951101661
1;0,98;0,87;0,85;8;0;76,8978548870682
1;0,9;0,98;0,96;8;0;76,898273839684
1;0,91;1;0,92;8;0;76,8984503193131
1;0,96;0,85;0,99;8;0;76,8986133269409
1;0,92;0,96;0,99;8;0;76,8991556969533
1;0,96;0,91;1;8;0;76,8992986379911
1;0,97;0,85;0,89;8;0;76,899482799018
1;0,95;0,91;0,96;8;0;76,8996478398918
1;0,92;0,97;0,98;8;0;76,8999570643085
1;0,98;0,85;0,85;8;0;76,9008454998803
1;0,99;0,8;0,95;8;0;76,9011550994705
1;0,96;0,88;0,9;8;0;76,9013638941146
1;0,88;1;0,99;8;0;76,9016919316239
1;0,95;0,88;0,99;8;0;76,9023632137497
1;0,98;0,82;0,92;8;0;76,9025472760175
1;0,99;0,81;0,9;8;0;76,9033027267601
1;1;0,85;0,81;8;0;76,9035133568479
1;0,94;0,92;1;8;0;76,9036927445048
1;1;0,81;0,86;8;0;76,9042170284488
1;0,96;0,87;0,91;8;0;76,9042438113494
1;0,99;0,88;0,86;8;0;76,9043128760361
1;0,9;0,99;0,9;8;0;76,9071773061251
1;0,91;0,99;0,91;8;0;76,907262345942
1;0,91;0,97;0,96;8;0;76,9078805603591
1;0,97;0,83;0,96;8;0;76,908274097675
1;0,97;0,9;0,95;8;0;76,9088650636245
1;0,95;0,9;0,94;8;0;76,908883125524
1;0,96;0,89;0,9;8;0;76,909033819442
1;0,95;0,89;0,95;8;0;76,9092020121012
1;0,96;0,91;0,99;8;0;76,9094180852958
1;0,89;0,99;0,96;8;0;76,9096964882485
1;0,99;0,89;0,91;8;0;76,9107675573339
1;0,92;0,96;0,98;8;0;76,9107697757653
1;0,91;0,98;0,92;8;0;76,9109669725535
1;0,96;0,85;0,98;8;0;76,9117593465498
1;0,98;0,84;0,86;8;0;76,9119278538685
1;0,97;0,86;0,87;8;0;76,9120022847349
1;1;0,8;0,89;8;0;76,9120689795639
1;0,92;0,97;0,97;8;0;76,9122885412378
1;0,98;0,89;0,9;8;0;76,9123184842837
1;0,92;0,98;1;8;0;76,9125056861881
1;0,98;0,81;0,97;8;0;76,9126187072228
1;0,97;0,88;0,87;8;0;76,9127578802431
1;1;0,83;0,82;8;0;76,9135427171244
1;0,9;0,98;0,95;8;0;76,9138338939443
1;0,95;0,91;0,95;8;0;76,9141630322103
1;0,88;1;0,98;8;0;76,9142784208873
1;0,94;0,92;0,99;8;0;76,9143923586749
1;0,96;0,9;0,92;8;0;76,9146118075455
1;1;0,89;0,91;8;0;76,9146616723855
1;0,95;0,88;0,98;8;0;76,9147800055119
1;0,99;0,84;0,83;8;0;76,9162855312641
1;0,96;0,86;0,93;8;0;76,91648750846
1;0,97;0,89;0,89;8;0;76,9166966193101
1;1;0,88;0,85;8;0;76,916747166055
1;0,98;0,9;1;8;0;76,9172067498718
1;0,98;0,83;0,88;8;0;76,917766371153
1;0,91;1;0,91;8;0;76,9180997628423
1;0,98;0,88;0,86;8;0;76,9183202894693
1;0,97;0,84;0,91;8;0;76,9183659294814
1;0,89;1;0,89;8;0;76,9184230516802
1;0,95;0,92;1;8;0;76,9187745243719
1;1;0,84;0,81;8;0;76,9187967000183
1;0,9;1;0,87;8;0;76,9191594215188
1;0,98;0,86;0,84;8;0;76,9200817722036
1;0,96;0,91;0,98;8;0;76,9203392052783
1;0,99;0,8;0,94;8;0;76,9208357820243
1;1;0,86;0,81;8;0;76,92194532233
1;0,92;0,98;0,99;8;0;76,9228195933169
1;0,91;0,97;0,95;8;0;76,9231278081918
1;0,92;0,96;0,97;8;0;76,9233791726063
1;0,94;0,93;1;8;0;76,9236712940295
1;0,97;0,9;0,94;8;0;76,9237022160821
1;0,94;0,91;1;8;0;76,9250469590321
1;0,97;0,83;0,95;8;0;76,9254566413513
1;0,89;0,99;0,95;8;0;76,9255294036371
1;0,92;0,97;0,96;8;0;76,9256714775029
1;0,95;0,89;0,94;8;0;76,9259359722166
1;0,96;0,85;0,97;8;0;76,9259903201998
1;0,94;0,92;0,98;8;0;76,9259950821512
1;0,98;0,82;0,91;8;0;76,9261994883449
1;0,96;0,88;0,89;8;0;76,9262511369891
1;0,95;0,9;0,93;8;0;76,9265440361797
1;0,97;0,87;0,86;8;0;76,9268885441019
1;0,98;0,9;0,99;8;0;76,9271020827372
1;0,97;0,85;0,88;8;0;76,9277599667499
1;0,96;0,87;0,9;8;0;76,9278238347563
1;0,88;1;0,97;8;0;76,9279197510039
1;0,95;0,88;0,97;8;0;76,9282492256056
1;0,95;0,92;0,99;8;0;76,9290451052236
1;0,98;0,81;0,96;8;0;76,9292082908757
1;0,91;0,99;0,9;8;0;76,9292496612628
1;0,99;0,83;0,84;8;0;76,9296811460229
1;0,93;0,94;1;8;0;76,9298153596172
1;0,95;0,91;0,94;8;0;76,929941867426
1;0,99;0,87;0,83;8;0;76,930205887798
1;0,9;0,98;0,94;8;0;76,9307591661799
1;0,99;0,89;0,9;8;0;76,9311412052166
1;0,99;0,82;0,86;8;0;76,9313208340209
1;0,99;0,81;0,89;8;0;76,9313632634327
1;0,91;0,98;0,91;8;0;76,9317617345434
1;1;0,87;0,82;8;0;76,9318152036336
1;0,96;0,91;0,97;8;0;76,9321448454784
1;0,9;0,99;0,89;8;0;76,932210826142
1;0,99;0,85;0,82;8;0;76,9324266189687
1;0,96;0,89;0,89;8;0;76,9332248536358
1;0,92;0,98;0,98;8;0;76,9339669061963
1;0,94;0,93;0,99;8;0;76,9341366008298
1;0,98;0,87;0,84;8;0;76,9344082493021
1;0,96;0,9;0,91;8;0;76,9344508472942
1;0,99;0,86;0,82;8;0;76,9347330797692
1;0,98;0,89;0,89;8;0;76,9348735783288
1;1;0,89;0,9;8;0;76,9348935863777
1;0,93;0,95;1;8;0;76,9353035805323
1;0,94;0,91;0,99;8;0;76,9360070987392
1;1;0,82;0,83;8;0;76,9363218743527
1;0,99;0,88;0,85;8;0;76,9365959999454
1;0,92;0,96;0,96;8;0;76,9370831511448
1;0,96;0,86;0,92;8;0;76,9371163218198
1;0,98;0,9;0,98;8;0;76,9377507916139
1;0,94;0,92;0,97;8;0;76,9385921742038
1;0,98;0,85;0,84;8;0;76,9391271981881
1;0,91;1;0,9;8;0;76,9395127266477
1;0,91;0,97;0,94;8;0;76,9397219422623
1;0,97;0,9;0,93;8;0;76,939818422632
1;0,95;0,92;0,98;8;0;76,9401494441025
1;0,92;0,97;0,95;8;0;76,940210824979
1;0,93;0,94;0,99;8;0;76,9404909905156
1;0,96;0,85;0,96;8;0;76,9414082990156
1;0,97;0,89;0,88;8;0;76,9419848851236
1;0,99;0,8;0,93;8;0;76,9421145980087
1;1;0,81;0,85;8;0;76,9422862743918
1;0,88;1;0,96;8;0;76,9427168463619
1;0,89;0,99;0,94;8;0;76,9427387354159
1;0,95;0,88;0,96;8;0;76,9428728198564
1;1;0,8;0,88;8;0;76,9430702032971
1;0,97;0,84;0,9;8;0;76,9431558498617
1;0,97;0,88;0,86;8;0;76,9435968983168
1;0,97;0,83;0,94;8;0;76,9440656345192
1;0,95;0,89;0,93;8;0;76,9441394593666
1;0,97;0,86;0,86;8;0;76,944475683349
1;0,92;0,95;1;8;0;76,9447843823242
1;0,96;0,91;0,96;8;0;76,9449262319976
1;0,94;0,93;0,98;8;0;76,9454736809597
1;0,95;0,9;0,92;8;0;76,9457692762419
1;0,93;0,95;0,99;8;0;76,9457818619521
1;0,89;1;0,88;8;0;76,9459758421836
1;0,92;0,98;0,97;8;0;76,9460329439717
1;0,95;0,91;0,93;8;0;76,9471088248924
1;0,98;0,81;0,95;8;0;76,9471417530236
1;0,94;0,91;0,98;8;0;76,9479027617115
1;0,98;0,84;0,85;8;0;76,9480662659741
1;0,9;0,98;0,93;8;0;76,9491777420122
1;0,98;0,9;0,97;8;0;76,9492317142939
1;0,98;0,83;0,87;8;0;76,9493411128221
1;0,9;1;0,86;8;0;76,9505787095128
1;0,98;0,88;0,85;8;0;76,9511070951243
1;0,98;0,82;0,9;8;0;76,9518310233644
1;1;0,88;0,84;8;0;76,9518564273948
1;0,92;0,96;0,95;8;0;76,9519896462175
1;0,93;0,94;0,98;8;0;76,9520757443217
1;0,95;0,92;0,97;8;0;76,9521730691003
1;0,94;0,92;0,96;8;0;76,9522830104325
1;0,91;0,99;0,89;8;0;76,953219065566
1;0,96;0,88;0,88;8;0;76,9533581401263
1;0,99;0,89;0,89;8;0;76,9533740698057
1;0,96;0,87;0,89;8;0;76,9534761920692
1;0,91;0,98;0,9;8;0;76,9544181496373
1;0,92;0,95;0,99;8;0;76,9556831701134
1;0,92;0,97;0,94;8;0;76,9560210657475
1;0,96;0,9;0,9;8;0;76,9560710640858
1;1;0,85;0,8;8;0;76,95631342236
1;0,97;0,82;1;8;0;76,9564774065888
1;1;0,89;0,89;8;0;76,9569729572126
1;0,93;0,95;0,98;8;0;76,9571356656249
1;0,97;0,9;0,92;8;0;76,9573463935321
1;0,94;0,93;0,97;8;0;76,9577713200564
1;0,91;0,97;0,93;8;0;76,957790925126
1;0,96;0,85;0,95;8;0;76,9581235247017
1;0,97;0,85;0,87;8;0;76,9584993368673
1;0,95;0,88;0,95;8;0;76,9587611665327
1;0,88;1;0,95;8;0;76,9587788918451
1;0,96;0,91;0,95;8;0;76,9587837819562
1;0,92;0,98;0,96;8;0;76,9591112873501
1;0,9;0,99;0,88;8;0;76,959481140456
1;0,98;0,89;0,88;8;0;76,9595073507117
1;0,96;0,86;0,91;8;0;76,9595295292426
1;0,96;0,89;0,88;8;0;76,9595988500786
1;0,94;0,91;0,97;8;0;76,9608277790064
1;0,98;0,86;0,83;8;0;76,9608620750634
1;0,97;0,87;0,85;8;0;76,9613587777926
1;0,89;0,99;0,93;8;0;76,9614522855424
1;0,98;0,9;0,96;8;0;76,9616322495067
1;0,99;0,81;0,88;8;0;76,9617598987907
1;0,99;0,84;0,82;8;0;76,9619170198788
1;0,91;1;0,89;8;0;76,9628646499785
1;1;0,83;0,81;8;0;76,9637946682859
1;0,95;0,89;0,92;8;0;76,963950326569
1;0,97;0,83;0,93;8;0;76,9642281415062
1;0,93;0,94;0,97;8;0;76,9646616667464
1;0,99;0,8;0,92;8;0;76,9651273123868
1;0,95;0,92;0,96;8;0;76,9652097886656
1;0,95;0,91;0,92;8;0;76,9657996874197
1;0,98;0,81;0,94;8;0;76,9665373130337
1;0,95;0,9;0,91;8;0;76,9667073825375
1;0,95;0,87;1;8;0;76,9667485953038
1;0,94;0,92;0,95;8;0;76,9671756749839
1;0,92;0,95;0,98;8;0;76,967523497328
1;0,91;0,96;1;8;0;76,9680781830796
1;0,92;0,96;0,94;8;0;76,9682159021585
1;0,93;0,93;1;8;0;76,9685289352702
1;0,99;0,82;0,85;8;0;76,9687844553198
1;0,9;0,98;0,92;8;0;76,9692280028481
1;0,93;0,95;0,97;8;0;76,9694541035095
1;0,97;0,82;0,99;8;0;76,9695805163425
1;0,97;0,89;0,87;8;0;76,9696040620706
1;0,97;0,84;0,89;8;0;76,9700647510961
1;0,94;0,93;0,96;8;0;76,9711264895129
1;0,99;0,9;1;8;0;76,9715770882908
1;0,99;0,88;0,84;8;0;76,971969045521
1;1;0,84;0,8;8;0;76,9725020410268
1;0,99;0,83;0,83;8;0;76,9726433254967
1;0,92;0,97;0,93;8;0;76,9732270072377
1;0,99;0,87;0,82;8;0;76,9732995676152
1;0,92;0,98;0,95;8;0;76,9733045120272
1;0,96;0,91;0,94;8;0;76,9738279975411
1;1;0,86;0,8;8;0;76,9740092149305
1;0,98;0,87;0,83;8;0;76,9743766043378
1;0,94;0,91;0,96;8;0;76,9748840598961
1;0,98;0,9;0,95;8;0;76,9750492903066
1;0,89;1;0,87;8;0;76,975974964012
1;0,95;0,88;0,94;8;0;76,9760336172404
1;0,88;1;0,94;8;0;76,9762238585527
1;0,96;0,85;0,94;8;0;76,9762549280111
1;0,97;0,9;0,91;8;0;76,9764325468793
1;1;0,8;0,87;8;0;76,9766237915428
1;0,97;0,88;0,85;8;0;76,9772770076756
1;0,91;0,97;0,92;8;0;76,9774732261033
1;0,99;0,89;0,88;8;0;76,9776649065642
1;0,93;0,94;0,96;8;0;76,9783489302532
1;0,95;0,87;0,99;8;0;76,9785828770979
1;1;0,87;0,81;8;0;76,9787302837459
1;0,91;0,98;0,89;8;0;76,9791109142846
1;0,91;0,96;0,99;8;0;76,9792250385804
1;0,91;0,99;0,88;8;0;76,9793616233625
1;0,95;0,92;0,95;8;0;76,9793624347283
1;0,93;0,93;0,99;8;0;76,9794102732698
1;0,98;0,82;0,89;8;0;76,9796113230768
1;0,96;0,9;0,89;8;0;76,9796488834097
1;0,97;0,86;0,85;8;0;76,9798398682809
1;0,92;0,95;0,97;8;0;76,9804001028356
1;0,98;0,85;0,83;8;0;76,9808452409882
1;1;0,89;0,88;8;0;76,9811000591944
1;0,99;0,85;0,81;8;0;76,9811876083508
1;0,96;0,87;0,88;8;0;76,9813890076313
1;0,99;0,9;0,99;8;0;76,9814356932395
1;0,89;0,99;0,92;8;0;76,981807997024
1;0,94;0,9;1;8;0;76,9826203212299
1;0,99;0,86;0,81;8;0;76,982652397071
1;0,93;0,95;0,96;8;0;76,9828344641479
1;0,96;0,88;0,87;8;0;76,9828916625138
1;0,94;0,92;0,94;8;0;76,9833876044908
1;1;0,81;0,84;8;0;76,9835647289777
1;0,98;0,83;0,86;8;0;76,9836185240123
1;1;0,82;0,82;8;0;76,9836279018591
1;0,97;0,82;0,98;8;0;76,9837270511079
1;0,96;0,86;0,9;8;0;76,9838869757475
1;0,96;0,84;1;8;0;76,9840366244155
1;0,9;1;0,85;8;0;76,9848576091341
1;0,95;0,89;0,91;8;0;76,9855178175926
1;0,94;0,93;0,95;8;0;76,9856450052647
1;0,92;0,96;0,93;8;0;76,9858891761236
1;0,97;0,83;0,92;8;0;76,9860808816944
1;0,95;0,91;0,91;8;0;76,9861625617147
1;0,98;0,89;0,87;8;0;76,9864373803817
1;0,98;0,88;0,84;8;0;76,9869919603563
1;0,92;0,99;1;8;0;76,9873190936238
1;0,98;0,84;0,84;8;0;76,9873722119798
1;0,98;0,81;0,93;8;0;76,9875219321473
1;0,93;0,96;1;8;0;76,9881640504159
1;0,91;1;0,88;8;0;76,9883480104489
1;0,96;0,89;0,87;8;0;76,9883652319673
1;0,92;0,98;0,94;8;0;76,9887249909826
1;0,98;0,8;1;8;0;76,9888609176164
1;0,9;0,99;0,87;8;0;76,9891934968375
1;0,95;0,9;0,9;8;0;76,9895197825029
1;0,98;0,9;0,94;8;0;76,9895902575021
1;0,99;0,8;0,91;8;0;76,9900194984339
1;0,94;0,94;1;8;0;76,9901041766902
1;0,96;0,91;0,93;8;0;76,9901804538206
1;0,94;0,91;0,95;8;0;76,9901821237275
1;1;0,88;0,83;8;0;76,9903871272224
1;0,9;0,98;0,91;8;0;76,9910594170051
1;0,93;0,93;0,98;8;0;76,9912346696164
1;0,91;0,96;0,98;8;0;76,9913396083907
1;0,95;0,87;0,98;8;0;76,9914100647442
1;0,97;0,85;0,86;8;0;76,9919213807044
1;0,92;0,97;0,92;8;0;76,9919646672832
1;0,99;0,9;0,98;8;0;76,9920338188845
1;0,93;0,94;0,95;8;0;76,9932464130344
1;0,94;0,9;0,99;8;0;76,9938623227554
1;0,92;0,95;0,96;8;0;76,9944158162335
1;0,99;0,81;0,87;8;0;76,9946893042378
1;0,95;0,92;0,94;8;0;76,994743678848
1;0,95;0,88;0,93;8;0;76,9948190908754
1;0,88;1;0,93;8;0;76,9951790841269
1;0,96;0,85;0,93;8;0;76,9959306774806
1;0,96;0,84;0,99;8;0;76,9966591031024
1;0,97;0,9;0,9;8;0;76,9972384512825
1;0,93;0,95;0,95;8;0;76,9973828629934
1;0,92;0,99;0,99;8;0;76,9974664352877
1;0,9;0,97;1;8;0;76,9974905591909
1;0,93;0,96;0,99;8;0;76,9984616716422
1;0,91;0,97;0,91;8;0;76,9989186495393
1;0,97;0,87;0,84;8;0;76,998965807966
1;0,97;0,82;0,97;8;0;76,9990127534366
1;0,97;0,84;0,88;8;0;76,999277640068
1;0,97;0,89;0,86;8;0;76,9997897086281
1;1;0,9;1;8;0;77,0002412417709
1;0,94;0,94;0,99;8;0;77,0003681493499
1;0,94;0,92;0,93;8;0;77,0010462974593
1;0,94;0,93;0,94;8;0;77,0014422482726
1;0,98;0,8;0,99;8;0;77,0026415685865
1;0,99;0,9;0,97;8;0;77,0034489272755
1;0,89;0,99;0,91;8;0;77,0039547243448
1;0,93;0,93;0,97;8;0;77,0040972767214
1;0,99;0,89;0,87;8;0;77,0042343263089
1;0,91;0,96;0,97;8;0;77,004518432593
1;0,92;0,96;0,92;8;0;77,0051475242457
1;0,95;0,87;0,97;8;0;77,0053263799167
1;0,98;0,9;0,93;8;0;77,0053742460528
1;0,96;0,9;0,88;8;0;77,0053778940802
1;0,98;0,86;0,82;8;0;77,0053984326729
1;0,92;0,98;0,93;8;0;77,0054957776311
1;0,91;0,98;0,88;8;0;77,0060302402183
1;0,94;0,9;0,98;8;0;77,0060727638438
1;0,94;0,91;0,94;8;0;77,0068416740024
1;1;0,89;0,87;8;0;77,0074977091888
1;0,91;0,99;0,87;8;0;77,007886446579
1;0,96;0,91;0,92;8;0;77,0079748957042
1;0,97;0,91;1;8;0;77,0079826713165
1;0,95;0,91;0,9;8;0;77,0083590370746
1;0,92;0,99;0,98;8;0;77,008418341408
1;0,89;1;0,86;8;0;77,0086422717306
1;0,9;0,97;0,99;8;0;77,0089104665141
1;0,95;0,89;0,9;8;0;77,0090035363352
1;0,99;0,82;0,84;8;0;77,0094450890997
1;0,93;0,94;0,94;8;0;77,009472327934
1;0,93;0,96;0,98;8;0;77,009602930651
1;0,92;0,95;0,95;8;0;77,0096820744807
1;0,98;0,82;0,88;8;0;77,0097232795114
1;0,97;0,83;0,91;8;0;77,0097709302502
1;1;0,9;0,99;8;0;77,0101057524069
1;0,98;0,81;0,92;8;0;77,0102318698638
1;0,96;0,84;0,98;8;0;77,0103095454012
1;0,96;0,86;0,89;8;0;77,010361445461
1;0,99;0,88;0,83;8;0;77,0107587287196
1;0,94;0,94;0,98;8;0;77,0114744931527
1;0,95;0,92;0,93;8;0;77,0114769339075
1;0,99;0,84;0,81;8;0;77,0116631406125
1;0,96;0,87;0,87;8;0;77,0117668444635
1;0,92;0,97;0,91;8;0;77,0123822698976
1;1;0,8;0,86;8;0;77,0129411436068
1;0,93;0,95;0,94;8;0;77,0132149531558
1;0,97;0,88;0,84;8;0;77,0140783820156
1;0,95;0,9;0,89;8;0;77,0143820179377
1;0,9;0,98;0,9;8;0;77,0148334621695
1;0,96;0,88;0,86;8;0;77,0150776381927
1;0,95;0,88;0,92;8;0;77,0152567398876
1;0,97;0,82;0,96;8;0;77,0155408277894
1;0,99;0,9;0,96;8;0;77,0157671056354
1;0,88;1;0,92;8;0;77,0157819285103
1;0,98;0,89;0,86;8;0;77,0159045739617
1;0,91;1;0,87;8;0;77,0161741728261
1;0,99;0,8;0,9;8;0;77,0169473189097
1;0,96;0,85;0,92;8;0;77,0172887988936
1;0,98;0,8;0,98;8;0;77,0175016598146
1;0,97;0,91;0,99;8;0;77,0178872741211
1;0,93;0,93;0,96;8;0;77,0181013759349
1;0,98;0,87;0,82;8;0;77,0181033893215
1;0,97;0,86;0,84;8;0;77,0183631919229
1;1;0,83;0,8;8;0;77,0185515621445
1;0,94;0,93;0,93;8;0;77,0186439598928
1;0,91;0,96;0,96;8;0;77,0188660954785
1;0,94;0,9;0,97;8;0;77,0193480695656
1;0,99;0,83;0,82;8;0;77,0193760750027
1;0,96;0,89;0,86;8;0;77,0197535599529
1;0,97;0,9;0,89;8;0;77,0199424546104
1;0,92;0,99;0,97;8;0;77,0202580055856
1;0,94;0,92;0,92;8;0;77,0202901068247
1;0,95;0,87;0,96;8;0;77,0204359179634
1;0,99;0,87;0,81;8;0;77,0205425068491
1;1;0,9;0,98;8;0;77,0207032779899
1;0,98;0,83;0,85;8;0;77,0208354287426
1;0,9;0,97;0,98;8;0;77,0213180204678
1;0,9;0,99;0,86;8;0;77,0215717743595
1;0,93;0,96;0,97;8;0;77,0216743127168
1;0,9;1;0,84;8;0;77,0222682355167
1;0,91;0,97;0,9;8;0;77,0222892940419
1;0,98;0,9;0,92;8;0;77,0225333004866
1;0,94;0,94;0,97;8;0;77,023509708144
1;0,92;0,98;0,92;8;0;77,0237515853118
1;0,94;0,91;0,93;8;0;77,0249922289394
1;0,96;0,84;0,97;8;0;77,0250842569595
1;0,92;0,96;0,91;8;0;77,0261406930685
1;0,98;0,88;0,83;8;0;77,0262939606236
1;0,92;0,95;0,94;8;0;77,0263194789672
1;0,98;0,85;0,82;8;0;77,0263257493474
1;0,93;0,94;0,93;8;0;77,0271549152716
1;0,96;0,91;0,91;8;0;77,0273584633148
1;0,89;0,99;0,9;8;0;77,0280531366075
1;0,97;0,85;0,85;8;0;77,0282668135654
1;1;0,81;0,83;8;0;77,0283319353287
1;0,97;0,91;0,98;8;0;77,0285541833084
1;0,99;0,9;0,95;8;0;77,0290840554401
1;0,95;0,92;0,92;8;0;77,0296973571647
1;0,98;0,84;0,83;8;0;77,0301352243083
1;1;0,87;0,8;8;0;77,0302502469379
1;0,99;0,81;0,86;8;0;77,0303647277157
1;0,93;0,95;0,93;8;0;77,0304567097925
1;0,97;0,84;0,87;8;0;77,0309950140236
1;1;0,9;0,97;8;0;77,0321104672775
1;0,95;0,91;0,89;8;0;77,0325655125485
1;1;0,88;0,82;8;0;77,0327093777705
1;0,97;0,89;0,85;8;0;77,0328018430291
1;0,92;0,99;0,96;8;0;77,0330770194608
1;0,99;0,89;0,86;8;0;77,033327387548
1;0,93;0,93;0,95;8;0;77,0333588917987
1;0,97;0,82;0,95;8;0;77,0334223410374
1;0,96;0,9;0,87;8;0;77,033470734505
1;0,98;0,8;0,97;8;0;77,0335377087972
1;0,89;0,98;1;8;0;77,0336907383317
1;0,94;0,9;0,96;8;0;77,0337927298096
1;0,99;0,85;0,8;8;0;77,0344726871235
1;0,91;0,96;0,95;8;0;77,0344956996238
1;0,95;0,89;0,89;8;0;77,0345825793589
1;0,92;0,97;0,9;8;0;77,0346413773735
1;0,93;0,96;0,96;8;0;77,0347705797901
1;0,9;0,97;0,97;8;0;77,034810631685
1;0,98;0,81;0,91;8;0;77,0348133408643
1;0,95;0,93;1;8;0;77,0349631573604
1;1;0,82;0,81;8;0;77,035055380057
1;0,99;0,86;0,8;8;0;77,0351189976131
1;0,91;0,98;0,87;8;0;77,0353835234123
1;0,97;0,83;0,9;8;0;77,0354565505584
1;1;0,89;0,86;8;0;77,0364139788072
1;0,94;0,94;0,96;8;0;77,0365685839321
1;0,95;0,87;0,95;8;0;77,0368511020242
1;0,94;0,93;0,92;8;0;77,0373871289182
1;0,95;0,88;0,91;8;0;77,0374967134006
1;0,88;1;0,91;8;0;77,0381805316295
1;0,91;0,99;0,86;8;0;77,0390227373942
1;0,96;0,86;0,88;8;0;77,0391399404757
1;0,97;0,87;0,83;8;0;77,0400114398314
1;0,97;0,91;0,97;8;0;77,0400631170098
1;0,96;0,85;0,91;8;0;77,0404778916365
1;0,9;0,98;0,89;8;0;77,040724715051
1;0,96;0,84;0,96;8;0;77,0410871723955
1;0,98;0,9;0,91;8;0;77,0412138392493
1;0,94;0,92;0,91;8;0;77,0412691379238
1;0,95;0,9;0,88;8;0;77,0414851704655
1;0,98;0,82;0,87;8;0;77,0423647280933
1;0,99;0,9;0,94;8;0;77,0435061930203
1;0,92;0,98;0,91;8;0;77,0436398827816
1;0,89;1;0,85;8;0;77,044220142479
1;1;0,9;0,96;8;0;77,0444126264606
1;0,92;0,95;0,93;8;0;77,044458407685
1;0,97;0,9;0,88;8;0;77,044741532803
1;0,94;0,91;0,92;8;0;77,0447738272313
