"Ganul";"Delta.M1";"Delta.Inter";"Delta.COV";"Indic_COVID";"Usa_Vel";"Error"
1;0,81;0,93;0,85;8;0;0,242071887034804
1;0,84;0,96;0,94;8;0;0,242087948907746
1;0,99;1;0,9;7;0;0,242094815426277
1;0,81;1;0,9;8;1;0,242097733795169
1;0,82;0,99;0,81;8;1;0,242104028966224
1;0,8;0,94;0,91;8;0;0,242110583039217
1;0,81;0,93;0,84;8;0;0,242116020592816
1;0,89;0,96;0,93;8;1;0,242132736183985
1;0,99;1;0,89;7;0;0,242152038454733
1;0,82;0,99;0,8;8;1;0,242153407563937
1;0,81;0,93;0,83;8;0;0,242160852685686
1;0,85;0,97;0,88;8;1;0,242162546628639
1;0,99;1;0,88;7;0;0,24219372079971
1;0,81;0,93;0,82;8;0;0,242207604321444
1;0,96;0,83;0,94;8;1;0,242226283669126
1;0,99;1;0,87;7;0;0,242230541805842
1;0,85;0,97;0,87;8;1;0,242234696358677
1;0,81;0,93;0,81;8;0;0,242256772689835
1;0,83;0,99;0,91;8;1;0,242264607148117
1;0,99;1;0,86;7;0;0,242266646222034
1;0,84;0,99;0,92;8;1;0,242277398627411
1;0,85;0,97;0,86;8;1;0,242283317652846
1;0,99;1;0,85;7;0;0,242303631312144
1;0,81;0,93;0,8;8;0;0,24230858889982
1;0,81;0,94;0,92;8;0;0,242312570994182
1;0,85;0,97;0,85;8;1;0,24232425355123
1;0,99;1;0,84;7;0;0,242342107642155
1;0,92;0,82;0,94;8;0;0,242345661090762
1;0,89;0,82;0,9;8;0;0,242356613415033
1;0,85;0,97;0,84;8;1;0,242363523211394
1;0,87;0,9;0,93;8;0;0,242363646280618
1;0,88;0,95;0,91;8;1;0,242368025667742
1;0,99;1;0,83;7;0;0,242382302447986
1;0,81;1;0,89;8;1;0,242389201216481
1;0,89;0,94;0,91;8;1;0,242390112935296
1;0,84;0,98;0,9;8;1;0,242402097674671
1;0,85;0,97;0,83;8;1;0,242403405746873
1;0,87;0,87;0,9;8;0;0,242419325968603
1;0,99;1;0,82;7;0;0,24242428961513
1;0,83;0,94;0,93;8;0;0,242439092520599
1;0,99;0,82;0,95;8;1;0,242441505319349
1;0,85;0,97;0,82;8;1;0,242444774888203
1;0,99;1;0,81;7;0;0,242468075685937
1;0,92;0,9;0,92;8;1;0,242478609789175
1;0,85;0,97;0,81;8;1;0,242487984092803
1;0,98;0,86;0,95;8;1;0,242493520350919
1;0,94;0,81;0,89;8;1;0,242494803249838
1;0,99;1;0,8;7;0;0,242513630964267
1;0,83;1;0,92;8;1;0,242513825209709
1;0,81;1;0,88;8;1;0,242522532226702
1;0,85;0,97;0,8;8;1;0,242533198481679
1;0,84;0,91;0,9;8;0;0,242565431765505
1;0,81;1;0,87;8;1;0,242596064700629
1;0,86;0,89;0,91;8;0;0,242627386831096
1;0,94;0,82;0,91;8;1;0,242629828565949
1;0,81;1;0,86;8;1;0,242648069611721
1;0,94;0,81;0,88;8;1;0,242678713225883
1;0,81;1;0,85;8;1;0,242693221684392
1;0,91;0,92;0,92;8;1;0,242695238407266
1;0,88;0,85;0,9;8;0;0,242698349118603
1;0,84;0,98;0,89;8;1;0,24270032679552
1;0,9;0,99;0,94;8;1;0,242729263339891
1;0,96;0,92;0,96;8;0;0,242729828031801
1;0,9;0,95;0,93;8;1;0,242731703817452
1;0,91;0,91;0,9;8;1;0,242733471398881
1;0,81;1;0,84;8;1;0,242737086954737
1;0,97;0,9;0,95;8;1;0,242741861080474
1;0,85;0,9;0,9;8;0;0,242749290200693
1;0,87;0,96;0,91;8;1;0,242756803456271
1;0,82;1;0,91;8;1;0,242761199210203
1;0,89;0,82;0,89;8;0;0,242769175019096
1;0,94;0,81;0,87;8;1;0,242769699665412
1;0,81;1;0,83;8;1;0,242781762944432
1;0,95;0,88;0,94;8;1;0,242808033488591
1;0,94;0,81;0,86;8;1;0,242826716547469
1;0,81;1;0,82;8;1;0,242828043295651
1;0,87;0,87;0,89;8;0;0,242831547055816
1;0,84;0,98;0,88;8;1;0,242833806242381
1;1;1;0,94;7;0;0,242850202188456
1;0,94;0,81;0,85;8;1;0,242872420999817
1;0,81;1;0,81;8;1;0,242876238769315
1;0,81;0,98;0,94;8;0;0,24288869544111
1;0,85;0,91;0,92;8;0;0,242898804415722
1;0,84;0,98;0,87;8;1;0,242904840266912
1;0,94;0,81;0,84;8;1;0,242915434228775
1;0,81;1;0,8;8;1;0,242926485457146
1;0,93;0,86;0,9;8;1;0,242938962151219
1;0,89;0,82;0,88;8;0;0,242946119275588
1;0,84;0,98;0,86;8;1;0,242953248796066
1;0,94;0,81;0,83;8;1;0,242959027043102
1;0,83;0,99;0,9;8;1;0,242964910781444
1;0,84;0,91;0,89;8;0;0,242977969813517
1;0,84;0,98;0,85;8;1;0,242994307936421
1;0,92;0,92;0,93;8;1;0,243000750738937
1;0,94;0,81;0,82;8;1;0,243004454634519
1;0,84;0,92;0,92;8;0;0,243005906477866
1;0,87;0,87;0,88;8;0;0,243008150855293
1;0,92;0,89;0,9;8;1;0,243015322192084
1;0,89;0,84;0,92;8;0;0,243020767480725
1;0,89;0,82;0,87;8;0;0,243033413393927
1;0,84;0,98;0,84;8;1;0,243033820872584
1;0,89;0,97;0,95;8;0;0,243041184284121
1;0,94;0,81;0,81;8;1;0,243052220421219
1;0,95;0,83;0,95;8;0;0,243059780402673
1;0,83;0,92;0,9;8;0;0,243062612943596
1;0,84;0,98;0,83;8;1;0,243073984777318
1;0,89;0,82;0,86;8;0;0,243087967785897
1;0,87;0,87;0,87;8;0;0,243095104275322
1;0,94;0,81;0,8;8;1;0,243102549536526
1;0,91;0,91;0,89;8;1;0,24310373138031
1;0,88;0,85;0,89;8;0;0,243110249086444
1;0,84;0,98;0,82;8;1;0,24311564213105
1;0,8;0,94;0,9;8;0;0,243120875664675
1;0,89;0,82;0,85;8;0;0,2431316419068
1;0,87;0,87;0,86;8;0;0,243149319522922
1;0,84;0,91;0,88;8;0;0,243155435408987
1;0,82;0,93;0,91;8;0;0,24315640587073
1;0,84;0,98;0,81;8;1;0,243159134277251
1;0,85;0,9;0,89;8;0;0,243161342022158
1;0,88;0,95;0,9;8;1;0,243168195941528
1;0,89;0,82;0,84;8;0;0,243172755428326
1;0,87;0,87;0,85;8;0;0,243192657975098
1;0,84;0,98;0,8;8;1;0,243204621565555
1;0,9;0,93;0,91;8;1;0,24320745468248
1;0,89;0,82;0,83;8;0;0,243214469799248
1;0,89;0,94;0,9;8;1;0,243219322646003
1;0,87;0,87;0,84;8;0;0,243233441258887
1;0,84;0,91;0,87;8;0;0,24324348622092
1;0,86;0,97;0,91;8;1;0,243255215097286
1;0,83;0,99;0,89;8;1;0,243255729044144
1;0,89;0,82;0,82;8;0;0,243258004707021
1;0,91;0,91;0,88;8;1;0,24326323258919
1;0,87;0,87;0,83;8;0;0,243274832861864
1;0,88;0,85;0,88;8;0;0,243286694915045
1;0,84;0,91;0,86;8;0;0,243298917275918
1;0,89;0,82;0,81;8;0;0,24330385686348
1;0,87;0,87;0,82;8;0;0,243318054615769
1;0,85;0,9;0,88;8;0;0,243338301779838
1;0,91;0,91;0,87;8;1;0,243342485007152
1;0,84;0,91;0,85;8;0;0,243343544768507
1;0,91;0,86;0,94;8;0;0,243344747559109
1;0,93;0,86;0,89;8;1;0,243345545360208
1;0,89;0,82;0,8;8;0;0,243352256570935
1;0,89;0,83;0,91;8;0;0,243357193154484
1;0,87;0,87;0,81;8;0;0,243363605482634
1;0,99;0,99;0,97;8;0;0,243371210052724
1;0,88;0,85;0,87;8;0;0,243373553603253
1;0,84;0,91;0,84;8;0;0,243385672535937
1;0,83;0,99;0,88;8;1;0,24338667215599
1;0,91;0,91;0,86;8;1;0,243392375064309
1;0,92;0,89;0,89;8;1;0,243401331728549
1;0,95;0,82;0,93;8;1;0,243404014431498
1;0,87;0,87;0,8;8;0;0,243411718116968
1;0,93;0,94;0,94;8;1;0,243414880595968
1;0,85;0,9;0,87;8;0;0,243425831823671
1;0,88;0,85;0,86;8;0;0,243427694667959
1;0,84;0,91;0,83;8;0;0,243428456850694
1;0,91;0,91;0,85;8;1;0,243432443407985
1;0,82;1;0,9;8;1;0,243448039550695
1;0,83;0,99;0,87;8;1;0,243457067718915
1;0,94;0,86;0,95;8;0;0,243460493997394
1;0,98;0,97;0,96;8;1;0,24346266103206
1;0,8;0,96;0,93;8;0;0,243462900888828
1;0,91;0,91;0,84;8;1;0,243470121297787
1;0,88;0,85;0,85;8;0;0,243470962336681
1;0,84;0,91;0,82;8;0;0,243473116608906
1;0,83;0,92;0,89;8;0;0,243474781618616
1;0,85;0,9;0,86;8;0;0,24348072584973
1;0,88;0,95;0,89;8;1;0,243496320180211
1;0,86;0,9;0,92;8;0;0,243496797756525
1;0,83;0,99;0,86;8;1;0,243505568789963
1;0,91;0,91;0,83;8;1;0,243508227021276
1;0,88;0,85;0,84;8;0;0,243511671384101
1;0,84;0,91;0,81;8;0;0,243520149809931
1;0,93;0,86;0,88;8;1;0,243520745373705
1;0,85;0,9;0,85;8;0;0,243524799439599
1;0,87;0,96;0,9;8;1;0,24352715946166
1;0,8;0,94;0,89;8;0;0,243534244277202
1;0,94;0,96;0,96;8;0;0,243543579196807
1;0,83;0,99;0,85;8;1;0,243547002404408
1;0,91;0,91;0,82;8;1;0,243547843046124
1;0,86;1;0,93;8;1;0,24354969946726
1;0,88;0,85;0,83;8;0;0,243552982419311
1;0,89;0,94;0,89;8;1;0,243558744925748
1;0,85;0,9;0,84;8;0;0,243566356529859
1;0,92;0,89;0,88;8;1;0,243566841149145
1;0,84;0,91;0,8;8;0;0,243569789281582
1;0,83;0,97;0,94;8;0;0,243583746377336
1;0,83;0,99;0,84;8;1;0,243587000725851
1;0,91;0,91;0,81;8;1;0,243589406470339
1;0,88;0,85;0,82;8;0;0,24359611588493
1;0,93;0,86;0,87;8;1;0,243607880165336
1;0,85;0,9;0,83;8;0;0,243608553778736
1;0,91;0,8;0,93;8;0;0,243613503135323
1;0,88;0,96;0,92;8;1;0,243615128726959
1;0,83;0,99;0,83;8;1;0,243627695973905
1;0,91;0,91;0,8;8;1;0,243633117704589
1;0,86;0,89;0,9;8;0;0,243636510432575
1;0,88;0,95;0,88;8;1;0,243639695701676
1;0,88;0,85;0,81;8;0;0,243641569893841
1;0,92;0,89;0,87;8;1;0,243648330340087
1;0,83;0,92;0,88;8;0;0,243652452338575
1;0,85;0,9;0,82;8;0;0,243652610504189
1;0,89;0,95;0,92;8;1;0,243658854188662
1;0,93;0,9;0,93;8;1;0,243660417256968
1;0,94;0,82;0,9;8;1;0,243661982819383
1;0,93;0,86;0,86;8;1;0,243662887300977
1;0,83;0,99;0,82;8;1;0,243669905704838
1;0,94;0,84;0,92;8;1;0,243671809707028
1;0,85;0,98;0,91;8;1;0,243689186873964
1;0,88;0,85;0,8;8;0;0,243689576430445
1;0,85;0,9;0,81;8;0;0,24369902503899
1;0,92;0,89;0,86;8;1;0,243699034619996
1;0,89;0,94;0,88;8;1;0,243706361680341
1;0,93;0,86;0,85;8;1;0,243707260085902
1;0,88;0,95;0,87;8;1;0,243712861500604
1;0,8;0,94;0,88;8;0;0,243713544860477
1;0,83;0,99;0,81;8;1;0,243713961380147
1;0,92;0,96;0,94;8;1;0,243726525727152
1;0,82;1;0,89;8;1;0,243733949567013
1;0,92;0,89;0,85;8;1;0,243739400431632
1;0,83;0,92;0,87;8;0;0,243740945207036
1;0,85;0,9;0,8;8;0;0,243748030403375
1;0,93;0,86;0,84;8;1;0,243749177569383
1;0,83;0,99;0,8;8;1;0,24376001918707
1;0,88;0,95;0,86;8;1;0,243760426635363
1;0,92;0,89;0,84;8;1;0,243777204659449
1;0,89;0,94;0,87;8;1;0,243781047478675
1;0,83;0,93;0,92;8;0;0,243790583630505
1;0,93;0,86;0,83;8;1;0,243791744085957
1;0,83;0,92;0,86;8;0;0,243796921034744
1;0,88;0,95;0,85;8;1;0,243799513586531
1;0,8;0,94;0,87;8;0;0,243803862803207
1;0,92;0,89;0,83;8;1;0,243815397214264
1;0,89;0,94;0,86;8;1;0,243829111506041
1;0,87;0,97;0,92;8;1;0,243830359098888
1;0,93;0,86;0,82;8;1;0,243836152141678
1;0,88;0,95;0,84;8;1;0,243836633795587
1;0,9;0,81;0,92;8;0;0,243840653405545
1;0,83;0,92;0,85;8;0;0,243842143726186
1;0,87;0,96;0,89;8;1;0,243843577732898
1;0,92;0,89;0,82;8;1;0,243858573218837
1;0,8;0,94;0,86;8;0;0,243861772633951
1;0,82;1;0,88;8;1;0,243863399685992
1;0,89;0,94;0,85;8;1;0,243868330532043
1;0,88;0,95;0,83;8;1;0,24387425910173
1;0,93;0,86;0,81;8;1;0,243882881063442
1;0,83;0,92;0,84;8;0;0,243884896848322
1;0,93;0,89;0,95;8;0;0,243887755044197
1;0,92;0,89;0,81;8;1;0,243905397413745
1;0,89;0,94;0,84;8;1;0,24390546474079
1;0,8;0,94;0,85;8;0;0,243909004469218
1;0,91;0,94;0,93;8;1;0,243912923278483
1;0,88;0,95;0,82;8;1;0,243913343405521
1;0,83;0,92;0,83;8;0;0,243928328800077
1;0,93;0,86;0,8;8;1;0,243932146124996
1;0,82;1;0,87;8;1;0,243933639509808
1;0,89;0,94;0,83;8;1;0,243943079621234
1;0,96;0,84;0,94;8;1;0,243946931084512
1;0,8;0,94;0,84;8;0;0,243953827658211
1;0,88;0,95;0,81;8;1;0,243954278469741
1;0,92;0,89;0,8;8;1;0,243954731284948
1;0,83;0,92;0,82;8;0;0,243973655480299
1;0,84;0,99;0,91;8;1;0,243978750309311
1;0,89;0,94;0,82;8;1;0,243982163839389
1;0,87;0,96;0,88;8;1;0,243982454481163
1;0,82;1;0,86;8;1;0,243982508906978
1;0,89;0,91;0,94;8;0;0,243986298462118
1;0,86;0,97;0,9;8;1;0,24399670707481
1;0,88;0,95;0,8;8;1;0,2439972521915
1;0,8;0,94;0,83;8;0;0,24399938399974
1;0,82;0,95;0,93;8;0;0,24401654685288
1;0,83;0,92;0,81;8;0;0,244021373938121
1;0,89;0,94;0,81;8;1;0,244023121490958
1;0,82;1;0,85;8;1;0,244024522562871
1;0,86;0,98;0,92;8;1;0,244029768901835
1;0,84;1;0,92;8;1;0,244034749188745
1;0,8;0,94;0,82;8;0;0,244046886015993
1;0,86;0,89;0,89;8;0;0,244047263421517
1;0,87;0,99;0,93;8;1;0,244050250612717
1;0,9;0,84;0,93;8;0;0,244052172048149
1;0,87;0,96;0,87;8;1;0,244053898304492
1;0,93;0,88;0,92;8;1;0,244059410684942
1;0,9;0,93;0,9;8;1;0,244063447879344
1;0,82;1;0,84;8;1;0,244065194179406
1;0,89;0,94;0,8;8;1;0,244066144035445
1;0,83;0,92;0,8;8;0;0,244071717046026
1;1;1;0,93;7;0;0,244081579734787
1;0,94;0,82;0,89;8;1;0,244083411029122
1;0,94;0,87;0,93;8;1;0,244090176167261
1;0,8;0,94;0,81;8;0;0,244096828986308
1;0,85;0,99;0,92;8;1;0,244099567578037
1;0,87;0,96;0,86;8;1;0,24410078032413
1;0,82;1;0,83;8;1;0,244106611467639
1;0,93;0,87;0,91;8;1;0,244108436317104
1;0,87;0,96;0,85;8;1;0,24413955455713
1;0,88;0,86;0,91;8;0;0,244146050960832
1;0,8;0,94;0,8;8;0;0,244149444983324
1;0,82;1;0,82;8;1;0,24414957539383
1;0,9;0,89;0,94;8;0;0,244157691135233
1;0,82;0,93;0,9;8;0;0,244162982434658
1;0,83;1;0,91;8;1;0,244176117244625
1;0,87;0,96;0,84;8;1;0,244176478907165
1;0,94;1;0,95;8;1;0,244178807102205
1;0,82;1;0,81;8;1;0,244194411333204
1;0,87;0,96;0,83;8;1;0,244213930439917
1;0,86;0,89;0,88;8;0;0,244223442276402
1;0,82;1;0,8;8;1;0,244241273385032
1;0,87;0,96;0,82;8;1;0,244252828609266
1;0,94;0,82;0,88;8;1;0,244264717151003
1;0,87;0,88;0,91;8;0;0,244271229537377
1;0,87;0,96;0,81;8;1;0,244293553738912
1;0,88;0,87;0,92;8;0;0,244300916713304
1;0,86;0,97;0,89;8;1;0,244301770064716
1;0,99;0,83;0,95;8;1;0,244303601264401
1;0,86;0,89;0,87;8;0;0,244310392594177
1;0,95;0,94;0,96;8;0;0,244310451961458
1;0,88;0,89;0,93;8;0;0,24432963702241
1;0,87;0,96;0,8;8;1;0,244336291281295
1;0,94;0,83;0,91;8;1;0,244339785970559
1;0,91;0,98;0,94;8;1;0,244340356132768
1;0,9;0,94;0,92;8;1;0,244354384968041
1;0,94;0,82;0,87;8;1;0,244354569857195
1;0,86;0,89;0,86;8;0;0,244364775427391
1;0,9;1;0,94;8;1;0,244365015848591
1;0,89;0,83;0,9;8;0;0,244365062393919
1;0,8;0,95;0,92;8;0;0,244374379838272
1;0,92;0,83;0,94;8;0;0,244375329197002
1;0,85;0,98;0,9;8;1;0,244404639799579
1;0,86;0,89;0,85;8;0;0,244408354329431
1;0,94;0,82;0,86;8;1;0,244411013548669
1;0,9;0,93;0,89;8;1;0,244413141967493
1;0,88;0,98;0,93;8;1;0,244431726280073
1;0,96;0,81;0,95;8;0;0,244433722875069
1;0,86;0,97;0,88;8;1;0,244436258017401
1;0,86;0,89;0,84;8;0;0,24444941359801
1;0,94;0,82;0,85;8;1;0,244456352692506
1;0,86;0,89;0,83;8;0;0,244491102817799
1;0,94;0,92;0,94;8;1;0,244492641556115
1;0,94;0,82;0,84;8;1;0,244499074433668
1;0,89;0,87;0,93;8;0;0,244503921013283
1;0,86;0,97;0,87;8;1;0,244505998149144
1;0,9;0,8;0,91;8;0;0,244519928090616
1;0,86;0,89;0,82;8;0;0,244534639031225
1;0,94;0,82;0,83;8;1;0,244542399410094
1;0,86;0,97;0,86;8;1;0,244552182720254
1;0,9;0,93;0,88;8;1;0,24456447957321
1;0,82;0,93;0,89;8;0;0,244574013651734
1;0,86;0,89;0,81;8;0;0,244580520121844
1;0,94;0,82;0,82;8;1;0,244587564443627
1;0,86;0,97;0,85;8;1;0,244590620198772
1;1;1;0,92;7;0;0,244591914863068
1;0,96;0,94;0,95;8;1;0,244595300388912
1;0,86;0,97;0,84;8;1;0,244627323711773
1;0,86;0,89;0,8;8;0;0,244628979365976
1;0,94;0,82;0,81;8;1;0,244635066614077
1;0,9;0,93;0,87;8;1;0,244640356652907
1;0,95;0,97;0,95;8;1;0,244643936933582
1;0,86;0,97;0,83;8;1;0,244664578810003
1;0,99;0,89;0,96;8;0;0,244671571293689
1;0,84;0,99;0,9;8;1;0,244672781676275
1;0,94;0,82;0,8;8;1;0,244685129355357
1;0,9;0,93;0,86;8;1;0,244688656690909
1;0,85;0,98;0,89;8;1;0,244699537344717
1;0,86;0,97;0,82;8;1;0,244703271581137
1;0,9;0,93;0,85;8;1;0,244727762478875
1;0,92;0,9;0,91;8;1;0,244741508962849
1;0,86;0,97;0,81;8;1;0,244743771072613
1;0,82;0,93;0,88;8;0;0,244751603882493
1;0,98;0,87;0,95;8;1;0,244763402806762
1;0,9;0,93;0,84;8;1;0,244764665325994
1;0,81;0,94;0,91;8;0;0,244766524056003
1;0,89;0,83;0,89;8;0;0,244775165553412
1;0,86;0,97;0,8;8;1;0,244786260016604
1;0,91;0,94;0,95;8;0;0,244796224687556
1;0,9;0,93;0,83;8;1;0,244802018716945
1;0,86;0,95;0,94;8;0;0,24480663789045
1;1;1;0,91;7;0;0,244809751014797
1;0,87;0,94;0,94;8;0;0,244816140428823
1;0,85;0,98;0,88;8;1;0,244830172916503
1;0,82;0,93;0,87;8;0;0,244840445421483
1;0,9;0,93;0,82;8;1;0,244840845151831
1;0,89;0,97;0,93;8;1;0,244850933298333
1;0,91;0,92;0,91;8;1;0,244853436164685
1;0,83;1;0,9;8;1;0,244854613132796
1;0,87;0,89;0,92;8;0;0,244868295624627
1;0,9;0,93;0,81;8;1;0,24488156207542
1;0,82;0,93;0,86;8;0;0,244896946812607
1;0,85;0,98;0,87;8;1;0,24489849931853
1;1;1;0,9;7;0;0,244912036551268
1;0,9;0,93;0,8;8;1;0,244924366406624
1;0,82;0,93;0,85;8;0;0,244942773767823
1;0,85;0,98;0,86;8;1;0,244944190629157
1;0,89;0,83;0,88;8;0;0,244950990988457
1;1;0,8;0,95;8;1;0,244958722015286
1;0,84;0,99;0,89;8;1;0,244959471187818
1;1;1;0,89;7;0;0,244969992382078
1;0,85;0,98;0,85;8;1;0,24498247144108
1;0,82;0,93;0,84;8;0;0,244986172282141
1;1;1;0,88;7;0;0,245011834895916
1;0,95;0,89;0,94;8;1;0,245015399175969
1;0,85;0,98;0,84;8;1;0,245019133054726
1;0,8;0,99;0,94;8;0;0,245026847780106
1;0,82;0,93;0,83;8;0;0,245030276679767
1;0,89;0,83;0,87;8;0;0,245037700948132
1;0,85;0,93;0,93;8;0;0,245045966498768
1;1;1;0,87;7;0;0,245048615080674
1;0,85;0,98;0,83;8;1;0,245056377456652
1;0,86;0,92;0,93;8;0;0,245062205617735
1;0,82;0,93;0,82;8;0;0,245076297969511
1;0,93;0,87;0,9;8;1;0,245083875328485
1;1;1;0,86;7;0;0,245084622810107
1;0,84;0,99;0,88;8;1;0,245087152849041
1;0,89;0,83;0,86;8;0;0,24509187546571
1;0,85;0,98;0,82;8;1;0,245095059468658
1;0,95;0,83;0,93;8;1;0,245113156164656
1;1;1;0,85;7;0;0,245121512293266
1;0,82;0,93;0,81;8;0;0,24512473207825
1;0,89;0,83;0,85;8;0;0,245135244960244
1;0,85;0,98;0,81;8;1;0,245135536606048
1;0,83;1;0,89;8;1;0,245135542850692
1;0,88;0,86;0,9;8;0;0,245151882517781
1;0,84;0,99;0,87;8;1;0,245154563389808
1;0,82;0,94;0,92;8;0;0,245155546560585
1;1;1;0,84;7;0;0,245159917026363
1;0,82;0,93;0,8;8;0;0,245175812480917
1;0,89;0,83;0,84;8;0;0,245176080158513
1;0,85;0,98;0,8;8;1;0,245177987611744
1;1;1;0,83;7;0;0,245200074103207
1;0,84;0,99;0,86;8;1;0,245200117979631
1;0,89;0,83;0,83;8;0;0,245217524628346
1;0,84;0,99;0,85;8;1;0,245238556998965
1;1;1;0,82;7;0;0,245242062180012
1;0,89;0,83;0,82;8;0;0,245260792191754
1;0,83;1;0,88;8;1;0,245261352660611
1;0,92;0,91;0,92;8;1;0,245273478137645
1;0,84;0,99;0,84;8;1;0,245275487390562
1;0,87;0,88;0,9;8;0;0,245276353048166
1;1;1;0,81;7;0;0,245285890468135
1;0,89;0,85;0,92;8;0;0,24529065863687
1;0,89;0,83;0,81;8;0;0,245306378478217
1;0,84;0,99;0,83;8;1;0,245313041110643
1;0,83;1;0,87;8;1;0,24532840874229
1;1;1;0,8;7;0;0,245331530920645
1;0,84;0,99;0,82;8;1;0,245352046052822
1;0,89;0,83;0,8;8;0;0,245354514786718
1;0,94;0,83;0,9;8;1;0,245356963695872
1;0,85;0,91;0,91;8;0;0,245357553707509
1;0,83;1;0,86;8;1;0,24537419978785
1;0,82;0,98;0,94;8;0;0,245386145939684
1;0,84;0,99;0,81;8;1;0,2453928489573
1;0,91;0,81;0,93;8;0;0,24540885839273
1;0,83;1;0,85;8;1;0,245413110173593
1;0,84;0,99;0,8;8;1;0,245435623888572
1;0,85;0,96;0,94;8;0;0,245449836056252
1;0,83;1;0,84;8;1;0,245450611408887
1;0,87;1;0,95;8;0;0,245456548659905
1;0,84;0,92;0,91;8;0;0,24546168443986
1;1;0,93;0,96;8;1;0,245466147616869
1;0,93;0,87;0,89;8;1;0,245482310619948
1;0,89;0,84;0,91;8;0;0,245485594035769
1;0,83;1;0,83;8;1;0,245488784018258
1;0,88;0,96;0,91;8;1;0,245506023325852
1;0,9;0,8;0,9;8;0;0,245524811469488
1;0,83;1;0,82;8;1;0,245528436068585
1;0,87;1;0,93;8;1;0,245536455887961
1;0,88;0,86;0,89;8;0;0,245560942043932
1;0,94;0,85;0,92;8;1;0,245562852189329
1;0,83;1;0,81;8;1;0,245569906267706
1;0,92;0,92;0,95;8;0;0,245580682298756
1;0,97;0,91;0,95;8;1;0,245596733627919
1;0,83;1;0,8;8;1;0,245613365065636
1;0,9;0,96;0,95;8;0;0,245614648409191
1;0,89;0,95;0,91;8;1;0,245621759998782
1;0,9;0,96;0,93;8;1;0,24563716110944
1;0,87;0,97;0,91;8;1;0,245650239101491
1;0,93;0,87;0,88;8;1;0,24565428798253
1;0,92;0,9;0,9;8;1;0,245664299253379
1;0,97;0,91;0,96;8;0;0,245665771477136
1;0,87;0,88;0,89;8;0;0,245685195742806
1;0,84;1;0,91;8;1;0,24568644183354
1;0,88;0,93;0,94;8;0;0,245689564654353
1;0,85;1;0,92;8;1;0,245690352723919
1;0,84;0,94;0,93;8;0;0,245700515366358
1;0,9;0,82;0,92;8;0;0,245728942993178
1;0,91;0,92;0,9;8;1;0,245732849804423
1;0,88;0,86;0,88;8;0;0,245736159061599
1;0,93;0,87;0,87;8;1;0,245740135945749
1;0,96;0,85;0,94;8;1;0,245748074973898
1;0,91;0,93;0,92;8;1;0,245768049708814
1;0,81;0,94;0,9;8;0;0,245768052549241
1;0,94;0,83;0,89;8;1;0,245772190795619
1;0,86;0,98;0,91;8;1;0,245783419047192
1;0,93;0,87;0,86;8;1;0,245794595694607
1;0,85;0,99;0,91;8;1;0,245795904917329
1;0,88;0,86;0,87;8;0;0,245822434084289
1;0,93;0,87;0,85;8;1;0,245838696265042
1;0,87;0,91;0,93;8;0;0,245846373132582
1;0,87;0,88;0,88;8;0;0,245860394578962
1;0,88;0,86;0,86;8;0;0,245876239835348
1;0,93;0,87;0,84;8;1;0,245880439223475
1;0,92;0,93;0,93;8;1;0,24591572015254
1;0,88;0,86;0,85;8;0;0,245919265329553
1;0,91;0,87;0,94;8;0;0,245921504735416
1;0,93;0,87;0,83;8;1;0,245922861437302
1;0,9;0,8;0,89;8;0;0,245934041356133
1;0,95;0,84;0,95;8;0;0,245943002187291
1;0,87;0,88;0,87;8;0;0,24594673332239
1;0,94;0,83;0,88;8;1;0,24595094815949
1;0,86;0,9;0,91;8;0;0,245955352614854
1;0,88;0,86;0,84;8;0;0,245959766217731
1;0,93;0,87;0,82;8;1;0,24596712971716
1;0,81;0,96;0,93;8;0;0,245993718873481
1;0,95;0,8;0,92;8;1;0,245996637520329
1;0,87;0,88;0,86;8;0;0,246000639311287
1;0,88;0,86;0,83;8;0;0,246000881271029
1;0,93;0,87;0,81;8;1;0,246013713609666
1;0,86;0,99;0,92;8;1;0,246034060872062
1;0,94;0,83;0,87;8;1;0,24603968830016
1;0,92;0,9;0,89;8;1;0,246039992764398
1;0,87;0,88;0,85;8;0;0,24604378429656
1;0,88;0,86;0,82;8;0;0,24604382354716
1;0,93;0,87;0,8;8;1;0,246062824887788
1;0,87;0,88;0,84;8;0;0,246084417589282
1;0,88;0,86;0,81;8;0;0,246089089566273
1;0,91;0,92;0,89;8;1;0,24609134684833
1;0,94;0,83;0,86;8;1;0,246095566658989
1;0,9;0,8;0,88;8;0;0,24610989934864
1;0,94;0,84;0,91;8;1;0,246123422312734
1;0,87;0,88;0,83;8;0;0,246125675862972
1;0,88;0,86;0,8;8;0;0,246136912284263
1;0,94;0,83;0,85;8;1;0,24614054300223
1;0,87;0,88;0,82;8;0;0,246168771771586
1;0,81;0,94;0,89;8;0;0,246177353871017
1;0,94;0,83;0,84;8;1;0,24618297331929
1;0,98;0,9;0,96;8;0;0,246185845278882
1;0,93;0,95;0,94;8;1;0,246191201987819
1;0,9;0,8;0,87;8;0;0,246197009032252
1;0,88;0,99;0,95;8;0;0,246200493215963
1;0,92;0,9;0,88;8;1;0,246201093130678
1;0,87;0,88;0,81;8;0;0,246214202171221
1;0,94;0,83;0,83;8;1;0,246226029052101
1;0,83;0,93;0,91;8;0;0,246237330832614
